"","SYMBOL","ID","logFC","P.Value"
"7939590","SLC35C1","7939590",0.697615586192128,0.00381053762247623
"7892879",NA,"7892879",0.693964188419373,0.012519745705562
"7927120","RET","7927120",0.693798233608212,0.00000492293881086343
"8175666","GABRE","8175666",0.691780804524652,0.0179063337616226
"8050227",NA,"8050227",0.686145660901628,0.00263777132474889
"7892883",NA,"7892883",0.684874233608438,0.0165914944826553
"7950534","WNT11","7950534",0.684680413901416,0.00466873111530715
"7894347",NA,"7894347",0.682103778103503,0.0169335497375936
"7912250","MIR34AHG","7912250",0.681048347272017,0.000673508975876154
"8036563","CAPN12","8036563",0.680177002497439,0.0148184804014903
"7942123","CCND1","7942123",0.677788411314627,0.00299322473173628
"7902687","CCN1","7902687",0.673964638960076,0.00370543279583293
"8019737","KPNA2","8019737",0.673472629625072,0.00176605331950982
"8050702","TP53I3","8050702",0.671320049882718,0.00322366267644948
"7952145","HYOU1","7952145",0.668248520639962,0.0000537328720147778
"7895487",NA,"7895487",0.667401898742283,0.0118593877514169
"8110183","CDHR2","8110183",0.666006972951511,0.0175573181612797
"8159448","MAMDC4","8159448",0.664020218841707,0.019809608606849
"7986350","ARRDC4","7986350",0.662283906160431,0.000457123555802779
"7935776",NA,"7935776",0.660482962324475,0.0767427800981296
"8137670","PDGFA","8137670",0.658875297669132,0.000524144417365301
"7894292",NA,"7894292",0.658647483189114,0.262174374204084
"7937508","CD151","7937508",0.658464925770019,0.00151117927534742
"7895459",NA,"7895459",0.658255990658596,0.0128084745781501
"7896105",NA,"7896105",0.658255990658596,0.0128084745781501
"8107044","ERAP2","8107044",0.655369334328221,0.10791810065074
"7894178",NA,"7894178",0.653798597691582,0.00612526910212406
"7896145",NA,"7896145",0.653798597691582,0.00612526910212406
"7927082","HSD17B7P2","7927082",0.652306916363827,0.115180651821582
"7894183",NA,"7894183",0.651523681748337,0.0294528284494218
"8170590","NSDHL","8170590",0.649496147763273,0.0221662961911349
"7976755","SLC25A47","7976755",0.64886222977943,0.00844769359344922
"8163637","TNC","8163637",0.648471549420058,0.0441153410482701
"8003332","MVD","8003332",0.648323045725757,0.0343680677842476
"7895255",NA,"7895255",0.647533583221055,0.203018729043552
"7896585",NA,"7896585",0.645170525552347,0.0519239558235376
"8180255","H4C15","8180255",0.644366795869671,0.00181764204600445
"8180321","H4C14","8180321",0.644366795869671,0.00181764204600445
"7948612","FADS1","7948612",0.642233664533915,0.142360980232382
"7895029",NA,"7895029",0.636214903170671,0.304325480146176
"8124402","H1-6","8124402",0.635594730897454,0.074390547755737
"7895262",NA,"7895262",0.634882551913335,0.0603487053487682
"7893567",NA,"7893567",0.633756664415523,0.00928586137941046
"8176832",NA,"8176832",0.633444316912758,0.0120877177665418
"8176878",NA,"8176878",0.633444316912758,0.0120877177665418
"8177354",NA,"8177354",0.633444316912758,0.0120877177665418
"8114213",NA,"8114213",0.633370667791727,0.148931743271917
"7896514",NA,"7896514",0.63326621784469,0.00160872095355655
"8036591","LGALS4","8036591",0.633168774597749,0.18138581493545
"7894078",NA,"7894078",0.633034955630623,0.0000257256535597459
"7892672",NA,"7892672",0.632469341358289,0.0800171243066003
"8002379",NA,"8002379",0.631174757953529,0.0257700241098912
"7994269","KDM8","7994269",0.627783996322838,0.00174210167913292
"8144669","FDFT1","8144669",0.627315520683828,0.0153666634353428
"7975602","ACOT2","7975602",0.62693434198987,0.00068822536221989
"8008388","SPATA20","8008388",0.626744526152924,0.0121883489784284
"7893437",NA,"7893437",0.62652363516449,0.00461808694293986
"7958410","FICD","7958410",0.625572527455737,0.0139872402489684
"8013312","FAM83G","8013312",0.625427467898932,0.00198666724115462
"7960984","PZP","7960984",0.624308479435554,0.234891469283763
"7985767","AEN","7985767",0.62350021564042,0.000263418561329947
"7895910",NA,"7895910",0.623265160317716,0.0703182422000113
"7991313","PLIN1","7991313",0.622564707997555,0.0574801830678542
"7896630",NA,"7896630",0.621816521245371,0.206058572452638
"7896062",NA,"7896062",0.621759010878746,0.0124300229212784
"7896708",NA,"7896708",0.621608205939463,0.0593718872421795
"7892539",NA,"7892539",0.620872791839249,0.0422810402429721
"7929750","ENTPD7","7929750",0.620073763483085,0.000645668281284754
"8044212","SULT1C2","8044212",0.619495759853095,0.0033758742445331
"8067409","LAMA5","8067409",0.619279411874348,0.000248716591278319
"8030557",NA,"8030557",0.618031318559867,0.00164307196198994
"7895779",NA,"7895779",0.617877925079258,0.0899934009850114
"7896294",NA,"7896294",0.617850999732449,0.00762458176248547
"8073680",NA,"8073680",0.617001004485081,0.182828148167112
"8007071","CDC6","8007071",0.614829299488447,0.00463239046406429
"7892610",NA,"7892610",0.614103285490989,0.0636265544878047
"8026424","CYP4F22","8026424",0.613960351452687,0.0114591686037546
"7892685",NA,"7892685",0.613294296250014,0.0236106693576039
"8113491","STARD4","8113491",0.612516677613396,0.0519509924193675
"7901720","PRKAA2","7901720",0.610872556871191,0.00680931651112674
"7893213",NA,"7893213",0.610369273361326,0.00825368389095349
"7895827",NA,"7895827",0.609958924561743,0.0878385273683266
"7893392",NA,"7893392",0.608337895859936,0.00675942600104082
"8164165","HSPA5","8164165",0.608265534849,0.00633811347356504
"8175683",NA,"8175683",0.608134085600208,0.00631294695899593
"8110417",NA,"8110417",0.605811918163232,0.0453496652893334
"8167965","MSN","8167965",0.605771234733034,0.00129763136860377
"7896316",NA,"7896316",0.60571013476758,0.00751700509289597
"7897449","SPSB1","7897449",0.604551909979377,0.00244875985434032
"7895389",NA,"7895389",0.603735673556749,0.146022789913625
"7920875","SCARNA4","7920875",0.603175633571777,0.288592680416022
"7895959",NA,"7895959",0.602444416693484,0.0138388779878592
"7894465",NA,"7894465",0.601639768656729,0.00568871631411886
"7946983","SAA2","7946983",0.601300402946586,0.290088370216166
"7894357",NA,"7894357",0.599710699415888,0.0450587490367966
"7904572",NA,"7904572",0.598482549964226,0.0257255793379208
"7895294",NA,"7895294",0.598478248152677,0.278239728271509
"8177426",NA,"8177426",0.598080413768524,0.0108619848126792
"8149264","PPP1R3B","8149264",0.595209091398588,0.0193755483441234
"7895081",NA,"7895081",0.591376910482018,0.124395581514371
"8174226",NA,"8174226",0.591299912004743,0.028813262299841
"7893359",NA,"7893359",0.588069308285039,0.047968893556258
"7895254",NA,"7895254",0.587632054812522,0.0783494001935243
"7931754","IDI1","7931754",0.586483567322642,0.0450580884753283
"8180303","SAA2","8180303",0.585077996190376,0.273576970022535
"7892962",NA,"7892962",0.584359851158106,0.120814006551114
"8000411","KDM8","8000411",0.582415644703575,0.0123031543565578
"7964660","AVPR1A","7964660",0.582024237171515,0.173775556692745
"7892609",NA,"7892609",0.581876890468707,0.0330951817046311
"7893350",NA,"7893350",0.581047421277329,0.0176822043928154
"8160297","PLIN2","8160297",0.580440799294875,0.0134039593397882
"8110123",NA,"8110123",0.576418485415935,0.0307043733883761
"8129069",NA,"8129069",0.575805115248965,0.00391311021139036
"7896311",NA,"7896311",0.575758495976696,0.0335022383344883
"7896313",NA,"7896313",0.575422581048964,0.248868800509148
"8123920","ELOVL2","8123920",0.574843658918523,0.0267096256315591
"8057004","PDE11A","8057004",0.574592770061022,0.0488369879334682
"7935230","ALDH18A1","7935230",0.573880752599957,0.00907315724799607
"8083677",NA,"8083677",0.573743904278322,0.000429195268827258
"7894486",NA,"7894486",0.573728238881155,0.0410595932282682
"7895975",NA,"7895975",0.573654817747593,0.0292922253575781
"7893122",NA,"7893122",0.572251392205111,0.00510525502297854
"8149281",NA,"8149281",0.572110800072278,0.0113206210498832
"7998664","SNORA10","7998664",0.571335402288914,0.0496932884445493
"8041204","SNORA10","8041204",0.571335402288914,0.0496932884445493
"7896239",NA,"7896239",0.568794718764278,0.197068925558509
"8001007","PRSS8","8001007",0.566980204537508,0.00851599870898465
"8076223","SNORD43","8076223",0.566936164097668,0.128321793298263
"7919600",NA,"7919600",0.565810864493859,0.145649775715575
"7978553","SPTSSA","7978553",0.565467520718829,0.00836081267679019
"8061564","ID1","8061564",0.565121599334554,0.164619457543518
"7893258",NA,"7893258",0.56511178612343,0.0285536262512278
"7894603",NA,"7894603",0.56488949370609,0.0754554203793145
"8153424","MROH6","8153424",0.564795984145661,0.0974711625427579
"7938625",NA,"7938625",0.563547821647053,0.180781768692173
"8085714",NA,"8085714",0.563147067486038,0.0393415734334531
"8100318","SGCB","8100318",0.562663961386604,0.000476325409925886
"8069508",NA,"8069508",0.562244378902649,0.00802044520246164
"8084215",NA,"8084215",0.5616931303507,0.0392094491688256
"7892921",NA,"7892921",0.561681970995545,0.00499633178376395
"7893702",NA,"7893702",0.561279730519869,0.0200424454702993
"7908204","HMCN1","7908204",0.560772967583822,0.00640324623545348
"8135943",NA,"8135943",0.560752124018711,0.405640205281201
"8165684",NA,"8165684",0.560425105460469,0.233702662966596
"7898020",NA,"7898020",0.559752784404348,0.00528158905198076
"7898034",NA,"7898034",0.559752784404348,0.00528158905198076
"8180366","TARP","8180366",0.558340679554205,0.0567768124330406
"8180367","TARP","8180367",0.558340679554205,0.0567768124330406
"8139314","GCK","8139314",0.55753472477155,0.143736172480806
"8103769","HPGD","8103769",0.554294862803459,0.0122079514322569
"8018975","LGALS3BP","8018975",0.553904225784169,0.0248862515234865
"7893898",NA,"7893898",0.552265290433251,0.0581754928198173
"8151890","TP53INP1","8151890",0.549659978224984,0.00892202562930224
"7893331",NA,"7893331",0.54856719063123,0.0039799573402778
"8059852","MSL3P1","8059852",0.546993684430264,0.116008912601846
"7903765","GSTM1","7903765",0.546932015140274,0.647804713450049
"7963567","KRT8","7963567",0.546117869176991,0.000542150127257985
"7893882",NA,"7893882",0.545530804235655,0.0443581036250142
"7893528",NA,"7893528",0.545107333360406,0.233676286088292
"8169717","GRIA3","8169717",0.543655594979169,0.00976538228326464
"7893185",NA,"7893185",0.54087404065944,0.0196859415918068
"8152506","SAMD12","8152506",0.539994961509485,0.015648270375703
"8138789","JAZF1","8138789",0.53897834656636,0.0376280500211256
"7893299",NA,"7893299",0.537908152601214,0.0585368358176529
"8124448",NA,"8124448",0.53637184424062,0.0160450688947885
"7896691",NA,"7896691",0.536301194043106,0.0399046073327418
"8075886","IL2RB","8075886",0.536301194043106,0.0399046073327418
"7912561",NA,"7912561",0.533824524109264,0.00763703772371137
"7895966",NA,"7895966",0.531908850205893,0.00836533711321406
"7893047",NA,"7893047",0.531800053459329,0.124454956329738
"7915468","SVBP","7915468",0.530554154794405,0.0306723457534675
"7894669",NA,"7894669",0.530240492518568,0.048452930041572
"8015460","ACLY","8015460",0.529063304236237,0.00255627201444927
"8136336","AKR1B10","8136336",0.528906777350487,0.220733070099396
"7936835",NA,"7936835",0.528529912521069,0.050571793569074
"8080084","MANF","8080084",0.528514379738129,0.00110702650544981
"8014755","SNORA21","8014755",0.528514145574894,0.0828171347178723
"7948588","SYT7","7948588",0.527971854151709,0.083820240443441
"8166797","MID1IP1","8166797",0.52619328773846,0.00388975353712223
"7932792",NA,"7932792",0.525436719510445,0.088946812948302
"7894497",NA,"7894497",0.524377967996331,0.0269686635373279
"8135576","TES","8135576",0.523119760324484,0.000306104094008396
"7899502",NA,"7899502",0.52310991431326,0.0134512950454773
"7894055",NA,"7894055",0.52266876137723,0.00576644965723519
"7928308","DDIT4","7928308",0.521027930995857,0.234702191707772
"8026982","MPV17L2","8026982",0.519451097341013,0.00236551194820695
"7964292","RDH16","7964292",0.519116429360135,0.000715371830554967
"7961151",NA,"7961151",0.518600738565028,0.033371311668033
"7894884",NA,"7894884",0.517841720690968,0.010860120949469
"7923942","FCAMR","7923942",0.51713107979198,0.0756678709177054
"8110990","CTNND2","8110990",0.51613507575244,0.00739751353118322
"7894337",NA,"7894337",0.515227856266448,0.123166197295855
"8180348","XCL1","8180348",0.515201068427174,0.0311919192724359
"7895726",NA,"7895726",0.515008703824116,0.0804070577520227
"8132369","EPDR1","8132369",0.513902159447788,0.000804474658085392
"7892760",NA,"7892760",0.513502454648808,0.0933627382282418
"7894547",NA,"7894547",0.513212337455753,0.0511341325446
"8031293",NA,"8031293",0.513132865382423,0.119065518390381
"7899160","CD52","7899160",0.512436148142353,0.0151800988427318
"8009380","SNORA38B","8009380",0.512023073366001,0.485676646495257
"8170955","IKBKG","8170955",0.511402153540714,0.0000409329256247955
"7926152","ECHDC3","7926152",0.511374856254182,0.0125213748979229
"7895582",NA,"7895582",0.510914202290442,0.042646183765857
"7940667",NA,"7940667",0.510513632205651,0.13749954846472
"7909441","G0S2","7909441",0.510318212614569,0.0245474305495312
"7950067","DHCR7","7950067",0.50978462183399,0.0460015355316009
"7975412","TTC9","7975412",0.509779744033586,0.000891930825940264
"7894191",NA,"7894191",0.509339851120546,0.0504245289753785
"8174474","ACSL4","8174474",0.50912269896993,0.0744189274598557
"7926807","PDSS1","7926807",0.509017569171585,0.00695959688704567
"7992789","TNFRSF12A","7992789",0.508529365010332,0.00281753684753862
"8113120",NA,"8113120",0.508055728784479,0.278163899362355
"8165707",NA,"8165707",0.508055728784479,0.278163899362355
"8064418",NA,"8064418",0.507835204557235,0.000496643299418199
"8118613","SLC39A7","8118613",0.507592326190701,0.000907903379662035
"8178225","SLC39A7","8178225",0.507592326190701,0.000907903379662035
"8179525","SLC39A7","8179525",0.507592326190701,0.000907903379662035
"7894179",NA,"7894179",0.507302357443828,0.116028520220047
"8125436",NA,"8125436",0.507279533814663,0.406116241169474
"8071274","SEPT5-GP1BB","8071274",0.507255090074293,0.0541385291162141
"7893770",NA,"7893770",0.507192049395171,0.110448157872729
"8021995","LINC00470","8021995",0.507016564499503,0.108687564833659
"7907156","XCL1","7907156",0.506812181404352,0.0262390696411388
"7970392",NA,"7970392",0.506253446952219,0.167558099641422
"7893924",NA,"7893924",0.504903853301772,0.164053672034168
"7944765",NA,"7944765",0.504771567915946,0.0408867593394811
"8087780",NA,"8087780",0.504433559764267,0.0899672337150196
"7892681",NA,"7892681",0.503620495610831,0.0276923208721965
"7892990",NA,"7892990",0.502504400416378,0.0967387878020977
"7894902",NA,"7894902",0.501409031746524,0.0642362091339418
"7896470",NA,"7896470",0.501409031746524,0.0642362091339418
"8073949","CRELD2","8073949",0.501130370543997,0.000104433676962116
"7942400","P2RY2","7942400",0.500826235693427,0.00125210655731957
"7893467",NA,"7893467",0.500193363449046,0.161920183210953
"8003607","C17orf97","8003607",0.4997712850267,0.0284517767973693
"7901696","PCSK9","7901696",0.498818894705606,0.0628377380501774
"7894517",NA,"7894517",0.497668506147683,0.15622264864123
"7947490","APIP","7947490",0.497397981505677,0.00584117629765105
"7971386",NA,"7971386",0.496614777152479,0.0233983915447644
"7893864",NA,"7893864",0.496554511225153,0.0538993308058702
"7894426",NA,"7894426",0.495350863796566,0.0212657247417044
"8124650","UBD","8124650",0.49530839932334,0.0708258997428864
"8170990",NA,"8170990",0.495097847233895,0.0894466768535747
"8158539","C9orf106","8158539",0.494471865492941,0.0327888330774616
"7893624",NA,"7893624",0.494183758491571,0.00889495762055027
"7942793","THRSP","7942793",0.493617673241831,0.0186510962470974
"8154823","ANKRD18B","8154823",0.49351844901612,0.0154840163809719
"8024467","TMPRSS9","8024467",0.493048765586751,0.0553028967976339
"8071804",NA,"8071804",0.492914171879197,0.120611485896648
"8168161",NA,"8168161",0.492579197759269,0.0229095828952317
"7892852",NA,"7892852",0.491522356013262,0.0152445848011791
"7966738","C12orf49","7966738",0.491172774900132,0.0001375655980331
"7893929",NA,"7893929",0.490978954220854,0.00437828476577285
"7912473","FBXO2","7912473",0.490658861871869,0.00455544293099523
"8165258","AGPAT2","8165258",0.4901085115057,0.00338108020254041
"7892909",NA,"7892909",0.489556005516352,0.0568224126530401
"7893532",NA,"7893532",0.488827163881908,0.309644656133673
"7893620",NA,"7893620",0.488827163881908,0.309644656133673
"7977075","SNORA28","7977075",0.488055328309215,0.111836251890356
"8160504","LRRC19","8160504",0.487345288602739,0.223140037157627
"7894920",NA,"7894920",0.487310192758089,0.0691694655502647
"7914212",NA,"7914212",0.486179762892523,0.0373528203405663
"7966223",NA,"7966223",0.484637791309574,0.0150589422966857
"7895562",NA,"7895562",0.484149799069488,0.138698689849699
"7896592",NA,"7896592",0.483998569864496,0.0153131408459578
"7920244","S100A8","7920244",0.483934513232216,0.196375079119485
"8049670","GPC1","8049670",0.48221447072292,0.000129560019383332
"8087224","SLC25A20","8087224",0.480760575271557,0.000984468615189967
"8051583","CYP1B1","8051583",0.480293043626351,0.0180454915400773
"8137865","GNA12","8137865",0.479406441442277,0.000149015380546775
"8125780","IP6K3","8125780",0.479151785566293,0.204031198416207
"8046380","ITGA6","8046380",0.478768243934843,0.0213737527803368
"7961173","KLRC4-KLRK1","7961173",0.478418666968948,0.15917260492005
"8020847","DTNA","8020847",0.477926093334704,0.0257554323701897
"8164217","NIBAN2","8164217",0.477895902504289,0.000795512407633868
"7892717",NA,"7892717",0.477798595384508,0.00371638998241323
"8035880","UQCRFS1","8035880",0.477650249514054,0.0687859960260326
"7930612",NA,"7930612",0.476337959051964,0.050785165321755
"7895846",NA,"7895846",0.475727233085387,0.0130426541421097
"8037374","PLAUR","8037374",0.475623989161592,0.000276875938815395
"7893769",NA,"7893769",0.474749219745915,0.00279714503602284
"7895430",NA,"7895430",0.473588212975159,0.00284531363976701
"8180267","EPPK1","8180267",0.472217156249881,0.00129717842392754
"7892589",NA,"7892589",0.471788413257727,0.0998311982518466
"8088339","ARF4","8088339",0.471578192353176,0.00123164387526129
"8004043","ENO3","8004043",0.471221360178808,0.101988839784663
"8003204","GINS2","8003204",0.470863966369424,0.0409718136154589
"7955211","DNAJC22","7955211",0.470429330731416,0.00814490795076842
"8131844","GPNMB","8131844",0.47026327164266,0.14941968744047
"7892758",NA,"7892758",0.470011564645236,0.0405737014417499
"7894330",NA,"7894330",0.46989459429805,0.198473017094275
"8100798","SULT1B1","8100798",0.46960686738471,0.0267744603453832
"8178295","UBD","8178295",0.469556944539912,0.0802397027485636
"7893241",NA,"7893241",0.469175086066874,0.299399732161089
"7896020",NA,"7896020",0.468814348021284,0.152701855557377
"7971373","TPT1","7971373",0.468727447243909,0.00585444113121422
"7894575",NA,"7894575",0.4672333269191,0.0781655448489471
"7896069",NA,"7896069",0.463661598390155,0.0182346229983146
"8016708","LRRC59","8016708",0.462701196466655,0.000992720589046227
"8151816","GEM","8151816",0.462577487549225,0.141784392246421
"8140752","ABCB4","8140752",0.462378923959777,0.00513322546268993
"7894094",NA,"7894094",0.46163234600548,0.0727241853649721
"7895401",NA,"7895401",0.46161103685283,0.0857329843543023
"8026971","IFI30","8026971",0.461468515132301,0.0232612176652277
"7895198",NA,"7895198",0.461381249040999,0.0683430479658075
"7893965",NA,"7893965",0.460808646579317,0.22534173708203
"8165672",NA,"8165672",0.460734986025762,0.116533413672649
"7934161","PRF1","7934161",0.460446595473262,0.0129079448294851
"7958253","C12orf75","7958253",0.460383551253776,0.0309168940100353
"7966068",NA,"7966068",0.460357107530168,0.200141582810173
"7894658",NA,"7894658",0.460282698110631,0.162012102536855
"8063177","SLC2A10","8063177",0.460013813115541,0.0157710025207094
"8077441","BHLHE40","8077441",0.459523790735751,0.00307135335257932
"7895904",NA,"7895904",0.459026569338836,0.184804146857396
"8135661","CFTR","8135661",0.458879400390264,0.0144818598186888
"7893233",NA,"7893233",0.458857434141428,0.0340819490971421
"7893287",NA,"7893287",0.458822964703182,0.0525165899670983
"7895504",NA,"7895504",0.457079823061286,0.00826771178612997
"8073522","SREBF2","8073522",0.457043501288173,0.00869484632005116
"8139367","NPC1L1","8139367",0.456938407467998,0.0117214645755712
"8068883",NA,"8068883",0.456275063758689,0.02888657005484
"7894257",NA,"7894257",0.45627380228671,0.0229858589237424
"8082965","MRAS","8082965",0.45534958004639,0.000526362653414658
"8040211","KLF11","8040211",0.453603468206912,0.000978493011531502
"8036908","SERTAD3","8036908",0.453487360585817,0.00793785804164106
"8071593",NA,"8071593",0.453279878770022,0.176933881447811
"8130622",NA,"8130622",0.453279878770022,0.176933881447811
"7896079",NA,"7896079",0.452759656265529,0.0116862053168679
"8081564","CD96","8081564",0.452610028674733,0.0339339527631816
"8139107",NA,"8139107",0.451682132073404,0.00162134419058446
"8102619","ANXA5","8102619",0.451558368391847,0.00356259467946789
"7894766",NA,"7894766",0.451354194237441,0.0833006265952924
"8010983","ABR","8010983",0.450891629256343,0.0104740236813936
"8087374",NA,"8087374",0.45053374279722,0.000436386597349809
"7914580","FNDC5","7914580",0.449120576817524,0.165076977137306
"8024898","FEM1A","8024898",0.448810473845061,0.00508328354010846
"8008289","TMEM92","8008289",0.448746735758212,0.0164460537524406
"8043441",NA,"8043441",0.448414457478901,0.284955735011441
"7896478",NA,"7896478",0.4476450285025,0.0752920423534237
"7985224",NA,"7985224",0.447494799172734,0.0298755102043299
"8048761",NA,"8048761",0.447489869450146,0.0382060788871527
"7907271","FMO2","7907271",0.446830885400836,0.206634671556891
"7983189",NA,"7983189",0.446830631551638,0.129640073876404
"7894677",NA,"7894677",0.446451404417449,0.159810252089082
"8008965",NA,"8008965",0.445433078882931,0.118614681968242
"8168873","ARMCX6","8168873",0.44511657670194,0.0292517628530766
"8106743","VCAN","8106743",0.444227693029236,0.130590899784109
"7916609","JUN","7916609",0.444160693485009,0.122527127162749
"8151101","MYBL1","8151101",0.44391747183668,0.0227496907454086
"7895800",NA,"7895800",0.44384650354896,0.212662077560117
