"","SYMBOL","ID","logFC","P.Value"
"7894678",NA,"7894678",0.157295562056395,0.411600441084989
"7895473",NA,"7895473",0.157277622375804,0.634306202652494
"7895672",NA,"7895672",0.157277215202837,0.441369977509339
"8159476","TRAF2","8159476",0.15725903883551,0.109799811333208
"7960594","CHD4","7960594",0.157246762771458,0.121886905464745
"8158987","CELP","8158987",0.157169595710381,0.31142399736065
"8117663","NKAPL","8117663",0.157139162308969,0.114934887583303
"7900833","KDM4A","7900833",0.157135072036744,0.0840618008717998
"7945641","DUSP8","7945641",0.157121858767757,0.165769706793892
"7897322","PHF13","7897322",0.157081239556295,0.086836683495834
"7926319","SUV39H2","7926319",0.157058229309682,0.107534652915696
"8178991","DAXX","8178991",0.157057937369619,0.123874885954069
"7909127","MFSD4A","7909127",0.157035999726091,0.182286629340335
"7895203",NA,"7895203",0.157035968571031,0.320799580772423
"7966929","RAB35","7966929",0.156974440973532,0.0235257601383575
"7896143",NA,"7896143",0.156951832517281,0.41238259637252
"8087116","TMEM89","8087116",0.156931797369026,0.197501212970042
"8107421","AP3S1","8107421",0.15690622185691,0.268976034699629
"8093219","BDH1","8093219",0.156885338647031,0.0350563819295939
"8034631","STX10","8034631",0.15688259545926,0.0447806445119961
"7925244",NA,"7925244",0.15687256845034,0.331994649836215
"8012423","CTC1","8012423",0.156839165911073,0.109483575299018
"8070789","KRTAP12-4","8070789",0.156786190709772,0.183825708073764
"8027018","KXD1","8027018",0.156737004488526,0.0716607901337586
"8120273",NA,"8120273",0.156726930424067,0.277376588158042
"8035236","HAUS8","8035236",0.156674178655696,0.146970730298482
"8122336","ABRACL","8122336",0.156594430243705,0.347655663652546
"8015242","KRTAP4-2","8015242",0.156566272563412,0.161232429040469
"7911486","INTS11","7911486",0.156557567669691,0.0947086562120351
"8119102","RAB44","8119102",0.15650554454764,0.280369347426312
"7904955",NA,"7904955",0.156501404967027,0.0973219001004173
"8021058","SLC14A2","8021058",0.156496235803953,0.0816849693815108
"8035714","GMIP","8035714",0.156483154859427,0.291550925857694
"8027886","HAUS5","8027886",0.156463552704118,0.0488848118971629
"8075200","RHBDD3","8075200",0.156451292869868,0.042992546325566
"8072346","MTFP1","8072346",0.156427391564607,0.127541239142217
"8006736","DUSP14","8006736",0.156381715621086,0.225585195338353
"8160016","RANBP6","8160016",0.156368858426313,0.131058098430631
"7998823",NA,"7998823",0.156367625624142,0.135010685402729
"7998841",NA,"7998841",0.156367625624142,0.135010685402729
"8099051","NOP14","8099051",0.156363710190216,0.133716338461245
"7892559",NA,"7892559",0.156322310356869,0.524992389397312
"7896038",NA,"7896038",0.15631841408381,0.493869954265229
"7911566","MRPL20","7911566",0.156256330194597,0.169198770244901
"8039945","MRPL20","8039945",0.156256330194597,0.169198770244901
"7892846",NA,"7892846",0.156184570287405,0.0370210493280972
"8151917","MTERF3","8151917",0.156165431414489,0.0793487193757865
"8155510",NA,"8155510",0.156117354189947,0.136361493093541
"7996423",NA,"7996423",0.15609314607292,0.084041442361577
"7963261","PHBP19","7963261",0.156070392432328,0.153896116048688
"8095005",NA,"8095005",0.156059617432402,0.220798258915703
"7923173","MIR181B1","7923173",0.156048328210851,0.247314871445099
"8116534","TRIM52","8116534",0.156007541057336,0.114958260428931
"7967711","DDX51","7967711",0.155937986055787,0.0757397334434632
"8180166","TAPBP","8180166",0.155893247506004,0.0988074415354909
"7892623",NA,"7892623",0.155866029982922,0.40955957276221
"7982938","TYRO3","7982938",0.155854582587775,0.226540162807409
"7929919","SFXN3","7929919",0.155831268846931,0.157199434331427
"7947136",NA,"7947136",0.155806394813339,0.281367172023123
"7893642",NA,"7893642",0.155800155925261,0.11311174358166
"8067007",NA,"8067007",0.155748824616182,0.167949489189796
"8113602","CCDC112","8113602",0.15569181304505,0.0741413018424076
"7901577","LRRC42","7901577",0.155652651210292,0.0802754647952955
"7992131",NA,"7992131",0.155649335660197,0.0404962046129058
"8141180","TECPR1","8141180",0.155642899004858,0.054677153373374
"8142444",NA,"8142444",0.155640902138616,0.0530964817894027
"7896533",NA,"7896533",0.155618077582277,0.301437348543604
"8139488","IGFBP3","8139488",0.155588324064574,0.185936964096384
"7895926",NA,"7895926",0.155567169610385,0.341717823456304
"8134621","ZKSCAN5","8134621",0.155555781521418,0.0389910209219322
"7892935",NA,"7892935",0.155549039817684,0.120726949058372
"8055173",NA,"8055173",0.15551429787048,0.157581304475036
"7895049",NA,"7895049",0.155497680121423,0.473769401297696
"7903803","AHCYL1","7903803",0.15549458723995,0.14447089767531
"8030171","FTL","8030171",0.155378623101834,0.0264097168670313
"8065196",NA,"8065196",0.155363998823987,0.228892941155442
"8031223","LILRB1","8031223",0.15529532300959,0.3675481320211
"7992337","JPT2","7992337",0.155288351632074,0.109261298113525
"8132062","ZNRF2","8132062",0.15528284500684,0.044139909078072
"8004741","CNTROB","8004741",0.155260579673913,0.0358287472926462
"7896128",NA,"7896128",0.15524740520843,0.244507278826442
"8110399","B4GALT7","8110399",0.155174354075006,0.020258657940907
"8124531","H3C11","8124531",0.15517167390435,0.330278125170009
"7979943","MAP3K9","7979943",0.155139969546986,0.101562561518211
"8104838","DNAJC21","8104838",0.155134520701425,0.0580628828958842
"7926728","MYO3A","7926728",0.154926808102555,0.0691632507176111
"7984380","IQCH","7984380",0.15490704198466,0.0916349211714221
"8027117","ARMC6","8027117",0.154902017297572,0.205430803704023
"7916843","GNG12","7916843",0.154886200233655,0.198281743651873
"8012220","SOX15","8012220",0.154812432664271,0.127743995487224
"7925701",NA,"7925701",0.1547715975361,0.559567829163502
"8125734","DAXX","8125734",0.154759559252611,0.110237790025419
"7893347",NA,"7893347",0.154739566413772,0.130524357472377
"8120279","LRRC1","8120279",0.15473753531217,0.305785398434904
"8013906","TWF1","8013906",0.154731607131507,0.137309637248864
"8103520","TRIM61","8103520",0.15472599859833,0.193168201184617
"8052269","CCDC88A","8052269",0.154696965263849,0.133165699760141
"8037103","GRIK5","8037103",0.154696947834808,0.148891599392382
"7945162","BARX2","7945162",0.154670673981351,0.0942131412630455
"7979031",NA,"7979031",0.154573080244825,0.0812269648006244
"7896409",NA,"7896409",0.154561642647415,0.483417540066795
"7893044",NA,"7893044",0.154560655177564,0.41555618703467
"8086607","LTF","8086607",0.154517729205867,0.243190812701944
"8019334","NOTUM","8019334",0.154506736083865,0.396631596293991
"8039070","ZNF677","8039070",0.154506121300335,0.227903838001403
"8132513",NA,"8132513",0.154501479651587,0.260833941249215
"7994252","AQP8","7994252",0.154490455074237,0.153676508685702
"8054377","FHL2","8054377",0.154440399019716,0.282872525029332
"7898300","CLCNKA","7898300",0.154431904081217,0.200729369711202
"7993035","UBN1","7993035",0.154418878532594,0.0729824109983828
"8176276","ATRX","8176276",0.154409151157034,0.153174712306704
"7905043",NA,"7905043",0.154394801109484,0.210866621094427
"8040908","SNX17","8040908",0.154388237040799,0.0148809939921766
"7941039","RPS6KA4","7941039",0.154383920560622,0.0695064959147406
"7902495","NEXN","7902495",0.154359932208987,0.22882393734771
"7892733",NA,"7892733",0.154339639170788,0.683682920090201
"8153342","LYPD2","8153342",0.154336422884289,0.248457253730948
"7893876",NA,"7893876",0.154288341629942,0.284470964838819
"7992458",NA,"7992458",0.154281348653484,0.226495486221826
"8117594","H2BC14","8117594",0.154270996666756,0.559736782498886
"7925003","TTC13","7925003",0.154270992245271,0.0704444739016739
"7893155",NA,"7893155",0.154268484370794,0.41331375689246
"7895421",NA,"7895421",0.154268484370794,0.41331375689246
"8033190","SLC25A23","8033190",0.15426253436657,0.0584273154302833
"7896576",NA,"7896576",0.154256601810944,0.511743522820788
"7896455",NA,"7896455",0.154187839619519,0.211466328182105
"8107133","PAM","8107133",0.154164548517251,0.352167299322455
"8046306","GORASP2","8046306",0.154154289717132,0.301878225647765
"8094301","SLIT2","8094301",0.154126229031188,0.51478114055413
"8045860","PKP4","8045860",0.154111470396238,0.0760957064968881
"8024864","HDGFL2","8024864",0.154040475833617,0.0597665623446594
"8081631","TMPRSS7","8081631",0.153981785804019,0.128893750833085
"8144153","NCAPG2","8144153",0.15398131640125,0.139888484803358
"8140828","SRI","8140828",0.153975609230566,0.33853801635664
"8137437","GALNTL5","8137437",0.153968121736186,0.0252025734162129
"8108737","PCDHB13","8108737",0.153965056107556,0.493159208090347
"8036136","IGFLR1","8036136",0.153954526886602,0.263779284218616
"7902353","LHX8","7902353",0.153948899666691,0.0734294581070563
"7912162",NA,"7912162",0.153943755967468,0.162415461529127
"8007312","TUBG2","8007312",0.153931786704335,0.0414556563835122
"8065013","LINC00687","8065013",0.153844418913163,0.168233585697863
"7917697","GFI1","7917697",0.15382833683325,0.0885355578484352
"7894121",NA,"7894121",0.153796327808457,0.52002693616142
"8031884","ZNF544","8031884",0.153768232429911,0.138018874030358
"8121405",NA,"8121405",0.153757955296755,0.732559367477934
"7966035","CKAP4","7966035",0.153734889354122,0.0471363296150274
"7973336","MMP14","7973336",0.153704315442585,0.282971179183838
"8157233","HSDL2","8157233",0.153682436067685,0.255814838317456
"8143534","KEL","8143534",0.153621278666783,0.18872340089205
"8023344","CXXC1","8023344",0.153615268504776,0.144868540519877
"7934733","ANXA11","7934733",0.153580556118374,0.102123744412501
"7955562","ACVRL1","7955562",0.153543306802857,0.238179139306241
"7892780",NA,"7892780",0.153541128188651,0.530700962187655
"8117760","HLA-F","8117760",0.153539376577464,0.38875196709833
"8156688","TDRD7","8156688",0.153512286890491,0.134542056603315
"7946446","NRIP3","7946446",0.153503679551887,0.23228706957044
"7974418","CGRRF1","7974418",0.153503620050707,0.182564003377835
"7915801","POMGNT1","7915801",0.153378930256651,0.0412173625251961
"7996081","ADGRG1","7996081",0.15337270058311,0.251412594059923
"7893211",NA,"7893211",0.153365333347522,0.442529989026622
"7920600","SHC1","7920600",0.153339752980171,0.019195643003451
"8138640","CYCS","8138640",0.15333924510527,0.344795822292135
"7919028","TBX15","7919028",0.153334734289011,0.410073217764064
"8087576","IFRD2","8087576",0.153322930350792,0.174202592759687
"7894317",NA,"7894317",0.153294326021023,0.358902262378489
"7952223",NA,"7952223",0.153286502921913,0.0924674880260218
"8152988","SLA","8152988",0.153242472987701,0.290647621616031
"8072870","PDXP","8072870",0.153215381585373,0.0210765316365634
"7958950","RITA1","7958950",0.153176635024636,0.133556936507694
"7925436",NA,"7925436",0.153162542453697,0.560048402834921
"7943690","DDX10","7943690",0.153154419843475,0.0957422439336825
"8026250","DCAF15","8026250",0.153144800071778,0.0606840584884775
"8082605",NA,"8082605",0.153132971295185,0.0651960006895539
"8008139","UBE2Z","8008139",0.153098224970782,0.222317456418758
"7895195",NA,"7895195",0.153095774383919,0.568689592133885
"7906085","LMNA","7906085",0.153036458162045,0.0397044717106596
"7967544","SCARB1","7967544",0.153022479439381,0.1374719296142
"7899289","WDTC1","7899289",0.153021159508219,0.0465083603413456
"7893764",NA,"7893764",0.152998242487945,0.50962523913909
"7971296","EPSTI1","7971296",0.152977498836814,0.611246719047049
"7896070",NA,"7896070",0.152977190371191,0.248325522763854
"7970390",NA,"7970390",0.152953324339402,0.394471169029216
"8067842",NA,"8067842",0.152953324339402,0.394471169029216
"8148070",NA,"8148070",0.152944436105398,0.563418050170997
"8143441","DENND11","8143441",0.152895849194541,0.0484234491666664
"7893638",NA,"7893638",0.152878299259442,0.310103643363463
"8155169","RECK","8155169",0.152868943367414,0.233227978676712
"7980438","SPTLC2","7980438",0.152835058970225,0.197043729440241
"7893869",NA,"7893869",0.152829233278263,0.414560166668495
"7970162","ATP11A","7970162",0.152826131554921,0.106865347852651
"7897469","TMEM201","7897469",0.152779253783757,0.0968155226182755
"8038505","SIGLEC11","8038505",0.152724769949662,0.217051546598727
"7897293",NA,"7897293",0.152719643556736,0.0485089663342816
"8079294","EXOSC7","8079294",0.152698338779397,0.0839360149208083
"7961844","CASC1","7961844",0.152685344754157,0.0469875373936516
"7895708",NA,"7895708",0.152623552753209,0.358930124048501
"8158204","SWI5","8158204",0.152537412678412,0.0879680203827176
"8117079","LIMD1-AS1","8117079",0.152486808167539,0.526013695297647
"7934970","HTR7","7934970",0.152400766784172,0.223907267659074
"8075239","THOC5","8075239",0.15232270788749,0.069963944742224
"7958425","DAO","7958425",0.152312047054616,0.227593874371724
"8099121","STX18","8099121",0.152288008455913,0.236171280745242
"8076225","RPS19BP1","8076225",0.152284795585509,0.102456743855178
"7928367",NA,"7928367",0.152268287427427,0.23958775848927
"8083092","ZBTB38","8083092",0.15224993390292,0.0634108783207335
"8109407","GALNT10","8109407",0.152243677899921,0.106651679570511
"8025421","MARCHF2","8025421",0.152239739848473,0.206645303245519
"8139500","TNS3","8139500",0.152234825160766,0.139290989818635
"7975311","EXD2","7975311",0.152229886924618,0.0221504686814732
"7946292","CYB5R2","7946292",0.152190988279857,0.333221288304525
"8115918","CLTB","8115918",0.152172351820285,0.117091722556362
"7894456",NA,"7894456",0.152146596209406,0.23493001322645
"7963845","DCD","7963845",0.152074381280782,0.0800147754910156
"8149448","MSR1","8149448",0.152061968147157,0.522550305480881
"8106017",NA,"8106017",0.152055285511967,0.287217791751902
"8172813",NA,"8172813",0.152039146707594,0.135395403900991
"7893859",NA,"7893859",0.152032013780996,0.606316354993934
"8079950","GNAI2","8079950",0.15200193822117,0.0709989019926144
"7985829","FANCI","7985829",0.151983146433779,0.194786640321207
"8015312","KRT36","8015312",0.151971536367799,0.0539913609271098
"7973004","OR4Q3","7973004",0.151965037573503,0.297576213324339
"8171802","ACOT9","8171802",0.151914005666495,0.0902647625523093
"7925773","ZNF692","7925773",0.151906708268916,0.277975581178239
"8013633","UNC119","8013633",0.151902966957238,0.0513893871016076
"8122202","MYB","8122202",0.151874326800151,0.0834040746867813
"7923762","KLHDC8A","7923762",0.151813290261569,0.109820487078142
"8107920","SLC22A5","8107920",0.151809890905998,0.0841693881617628
"8073457","XRCC6","8073457",0.151710337659077,0.0681088664469923
"7976783","DLK1","7976783",0.151702737040786,0.156998710131317
"7985253","ST20-AS1","7985253",0.151632042015318,0.0684950422469065
"7896694",NA,"7896694",0.151626222948166,0.441316045860289
"7944152","IL10RA","7944152",0.151626222948166,0.441316045860289
"8133876","CD36","8133876",0.15162325461372,0.404719191285102
"8083592",NA,"8083592",0.151544637417603,0.376512902749339
"8110618",NA,"8110618",0.151538391921281,0.40896889897848
"8150210",NA,"8150210",0.151481571089809,0.0757399612696785
"7981859",NA,"7981859",0.151455819787646,0.269689689524201
"8110318","PRELID1","8110318",0.151445091351198,0.304779745381494
"8052826","SNORA36C","8052826",0.151430310201245,0.124957764383773
"8169009","BEX4","8169009",0.151426459105186,0.21928734899814
"8039453","TMEM150B","8039453",0.151418586700919,0.298112803700586
"8025058","TRIP10","8025058",0.151363418071996,0.174173600626531
"8144726","TUSC3","8144726",0.151357991712774,0.337105351286544
"7915333","RIMS3","7915333",0.151345328968633,0.0731162944507169
"7957458","NTS","7957458",0.151335096926916,0.304071295610727
"7894159",NA,"7894159",0.151326303831738,0.456862745771399
"7995714","SLC6A2","7995714",0.151307350120186,0.302439022445473
"7991714",NA,"7991714",0.151304817209573,0.0962483558548466
"7893439",NA,"7893439",0.151299090917757,0.142902082222287
"7990429","FAM219B","7990429",0.151286000065575,0.0722062089221345
"8138287",NA,"8138287",0.15127764282954,0.0897072824130055
"7975284","RDH12","7975284",0.151268323049484,0.145718728731183
"8146142","GPAT4","8146142",0.151268292832124,0.138685027996585
"8072735","APOL1","8072735",0.151258305284145,0.314451038730353
"7899927","GJB4","7899927",0.151226799943446,0.159061775860168
"7956031","ORMDL2","7956031",0.151208140375123,0.277238435519522
"8174664",NA,"8174664",0.151197379722842,0.556966209883581
"7990417","SCAMP2","7990417",0.151188470832713,0.145046179731823
"7922219","SELL","7922219",0.151185367499982,0.533381108928762
"8092514","MAGEF1","8092514",0.151179251486578,0.0730884218254908
"8101945","H2AZ1","8101945",0.151162402321319,0.244279124848944
"8049665",NA,"8049665",0.151142937534728,0.0683342513252192
"7918936","VTCN1","7918936",0.151131110703105,0.391977429801653
"8166096","TCEANC","8166096",0.151130025665912,0.239255966083404
"8153536","PUF60","8153536",0.151096872732455,0.0319569634983636
"8069301","COL6A2","8069301",0.151046117131588,0.238451561584719
"7945896","CHRNA10","7945896",0.151012292819196,0.171377140830106
"7962185","AMN1","7962185",0.150982669955993,0.1768375298147
"8013581","IFT20","8013581",0.150976154122696,0.121373615788566
"8157947","ZBTB34","8157947",0.150931686176434,0.229013573362449
"8079733","KLHDC8B","8079733",0.150930551046199,0.108173431579491
"7975976","AHSA1","7975976",0.150923581126969,0.0596964227508434
"8049246","INPP5D","8049246",0.150910514805093,0.250004666559382
"8163972","RC3H2","8163972",0.150906627061585,0.0452878270465794
"7956301","LRP1","7956301",0.150864254909987,0.0439232953654073
"8144036","XRCC2","8144036",0.150797353649754,0.236183016238373
"8137081",NA,"8137081",0.15067711964358,0.133128804210571
"8091101",NA,"8091101",0.150567656687755,0.295616274323581
"7893827",NA,"7893827",0.150565121767448,0.272587043481067
"7895277",NA,"7895277",0.150563609362427,0.128111864974415
"7919659","SF3B4","7919659",0.150532439814876,0.0615873577968714
"8117239",NA,"8117239",0.15053185322772,0.207481563649366
"7892562",NA,"7892562",0.150524333241619,0.370313412612202
"8120428","FKBP1A","8120428",0.150510661953835,0.0170275589644184
"8058486","METTL21A","8058486",0.150500604376067,0.0630142470998002
"7894188",NA,"7894188",0.150495704313704,0.324288359230326
"8064438","NSFL1C","8064438",0.150494932519114,0.0888572512760351
"8046759","DNAJC10","8046759",0.150413820830201,0.202756507254395
"7992147","CACNA1H","7992147",0.150397309984798,0.504522099721691
"7937612","MUC5B","7937612",0.150379456917527,0.590318956969369
"8167749",NA,"8167749",0.150347367555901,0.202419255899021
"8086503","ZDHHC3","8086503",0.150293330716874,0.209451880870921
"8136981",NA,"8136981",0.150260181840453,0.494385496424361
"8009517","SOX9","8009517",0.150259665852675,0.210373533922666
"7895010",NA,"7895010",0.150258458278383,0.572418236784386
"8016847",NA,"8016847",0.150244069182019,0.182331433379019
"7988685",NA,"7988685",0.150232777208098,0.193077867962471
"8151927",NA,"8151927",0.150229237411104,0.315363417423365
"8102779",NA,"8102779",0.150227147949595,0.187125588563864
"7974109","LRFN5","7974109",0.150212784428831,0.321802476635272
"7973724","NYNRIN","7973724",0.150153350109005,0.638490877555736
"8049128","ALPG","8049128",0.150145183962422,0.306157854408647
"7991386","CIB1","7991386",0.150140224142507,0.129935550449633
"7903688","CYB561D1","7903688",0.15012261274768,0.0937559601453154
"8122176","TCF21","8122176",0.15010250210046,0.553093113964489
"8088384","PDHB","8088384",0.150078948759193,0.0881049879011441
"7977933","SLC7A8","7977933",0.150075493472468,0.411336162869202
"7952398",NA,"7952398",0.149958597026396,0.141825496047907
"8141423","MIR106B","8141423",0.149954354444981,0.176849884167355
"8095728","EREG","8095728",0.149952341849716,0.0676184958943178
"8119765","TTBK1","8119765",0.149917525664679,0.199884405812392
"8163383","SUSD1","8163383",0.149898151141014,0.408799482888913
"8073824",NA,"8073824",0.149893624690649,0.214781771728107
"7972663",NA,"7972663",0.149850071172754,0.162403934787049
"8098880","CTBP1","8098880",0.149786197470576,0.0221081415311713
"7975787","JDP2","7975787",0.149766125634978,0.201927165172503
"8101043","G3BP2","8101043",0.149732998066177,0.156749915315034
"8003571","PRDM7","8003571",0.149711944102726,0.330279603020371
"7914643","A3GALT2","7914643",0.149692945638419,0.0810917185095172
"8124423","H2BC8","8124423",0.149671509730954,0.253190304160347
"7963863",NA,"7963863",0.149600605764387,0.0504693175618735
"8118963","FANCE","8118963",0.149595985325855,0.109952806938212
"8131385",NA,"8131385",0.149585172171458,0.175104886795628
"7907430","FASLG","7907430",0.149537817215252,0.143996418119124
"8076690","KIAA0930","8076690",0.14947876359619,0.165534632829944
"8050089","TMSB4XP2","8050089",0.149441977375674,0.159999495815799
"8013947","CORO6","8013947",0.149440230513318,0.146409841726075
"7915516","MED8","7915516",0.149341688261798,0.185125569060075
"8053882","DUSP2","8053882",0.149328787159175,0.166358772848141
"8148597","ZFP41","8148597",0.149315610907284,0.0524683428562338
"7893417",NA,"7893417",0.149310647583424,0.486453877680119
"8120833","SH3BGRL2","8120833",0.149288232041876,0.176965459953597
"7918900",NA,"7918900",0.149275116207283,0.296893597213846
"8007607","RUNDC3A","8007607",0.149222216172904,0.153889200448965
"8147752",NA,"8147752",0.149180815329934,0.0770327792343435
"7942279","FAM86C1","7942279",0.149170633743888,0.172736458083924
"8148263","TRMT12","8148263",0.149137358226468,0.200213695637266
"7901549","CPT2","7901549",0.149094549830526,0.308300943393783
"8170200","ZIC3","8170200",0.14907488343246,0.0663987096238006
"7981266","CCDC85C","7981266",0.149062882861068,0.162573879334957
"8054395","UXS1","8054395",0.149059358471274,0.148304810884237
"7951614","PPP2R1B","7951614",0.149054572709854,0.304499139183569
"7986755","MAGEL2","7986755",0.149008240907169,0.314389829584723
"8032480","LSM7","8032480",0.148992643854708,0.268891471898031
"7902043",NA,"7902043",0.148976499497234,0.0877891210694094
"8012605","GAS7","8012605",0.148969739365699,0.168196416354559
"7904164",NA,"7904164",0.148963030242908,0.0808361574052578
"8139909",NA,"8139909",0.148928489254091,0.190637202992761
"8037970","PLA2G4C","8037970",0.148888348097137,0.437829455816235
"8125463",NA,"8125463",0.148879179370794,0.442162455787604
"8115734","LCP2","8115734",0.14883410685723,0.354283583055324
"8082504","HMCES","8082504",0.14879730814046,0.103870199605911
"8088848","PDZRN3","8088848",0.148795124314931,0.311035686723049
"7893648",NA,"7893648",0.148785139240604,0.528680531515788
"8077211","ATG4B","8077211",0.14872892656756,0.161641945383927
"7984488",NA,"7984488",0.148691052696115,0.246668716407309
"8033892","ANGPTL6","8033892",0.148684551226954,0.12710981536185
"8045009","GYPC","8045009",0.148680635617102,0.243692097748092
"8063729","EDN3","8063729",0.148644400598338,0.0996372590901931
"7995627",NA,"7995627",0.148639163625761,0.352821094636466
"8000779","TBX6","8000779",0.148606040686607,0.161341947146827
"7894406",NA,"7894406",0.148537861926904,0.267509555426107
"8009183","MAP3K3","8009183",0.14852078568331,0.065445954892747
"7980189",NA,"7980189",0.148480025150894,0.0485090543687536
"7892911",NA,"7892911",0.148472169231121,0.590518691003751
"8121064",NA,"8121064",0.148470731108135,0.287042609429666
"7966876",NA,"7966876",0.148468669795776,0.176784444243342
"7894282",NA,"7894282",0.148451947122204,0.0206107161770396
"8092596","DGKG","8092596",0.148397760308542,0.375903971728246
"7987454","BMF","7987454",0.148391635759891,0.329613055195294
"7922127",NA,"7922127",0.148366736257682,0.374376978728245
"7893637",NA,"7893637",0.14835328996551,0.628445113616661
"7894384",NA,"7894384",0.14835328996551,0.628445113616661
"8061127",NA,"8061127",0.148327913226993,0.176649039220143
"8176949",NA,"8176949",0.148322205510636,0.208079413639979
"7905746","AQP10","7905746",0.148316715002326,0.287371069304168
"8159439","AJM1","8159439",0.148310758455304,0.400233072623495
"8109426",NA,"8109426",0.148298143767005,0.188452274264887
"8162177",NA,"8162177",0.148287433695708,0.138522160681163
"7976292","RIN3","7976292",0.148267704614118,0.0757293820893427
"8003298","SLC7A5","8003298",0.148266137581211,0.238888127995775
"7893604",NA,"7893604",0.148252271981061,0.497572647675799
"7923917","FCMR","7923917",0.148215741489389,0.327255808879522
"8158839","PRRC2B","8158839",0.148211052154887,0.113682439213352
"8055151",NA,"8055151",0.148159458963315,0.236777693809137
"7895560",NA,"7895560",0.148141483053927,0.581807375892419
"8109303",NA,"8109303",0.1481132726979,0.201409781832247
"8017437","FTSJ3","8017437",0.148098108092286,0.184967861352845
"7901710",NA,"7901710",0.148090615357657,0.297987580081995
"8133335","FZD9","8133335",0.148089213575107,0.179892615723845
"8010454","RNF213","8010454",0.148078533105632,0.122925141945244
"7894368",NA,"7894368",0.148047940270918,0.573088909994271
"7895270",NA,"7895270",0.148047940270918,0.573088909994271
"7933442",NA,"7933442",0.148038955003561,0.506898461974125
"7895615",NA,"7895615",0.148013938415366,0.461300721649556
"7994692","TAOK2","7994692",0.148013542927668,0.012805445215616
"7896632",NA,"7896632",0.148001425455545,0.741362267721471
"8135969","CCDC136","8135969",0.147998644159589,0.141062383772258
"7963353","KRT81","7963353",0.147958571575276,0.268547134199527
"8038487",NA,"8038487",0.147955637153398,0.105974867233021
"7989670","RBPMS2","7989670",0.147914875136071,0.189312538521963
"8062981","PIGT","8062981",0.147870244692884,0.0992444239176238
"7939938",NA,"7939938",0.147818260238266,0.0806351620210105
"8070269","VPS26C","8070269",0.147793679334379,0.188811200739217
"8016452","HOXB4","8016452",0.14774111626959,0.0222861512723346
"8024798","YJU2","8024798",0.147722800518867,0.0589879674048707
"7893083",NA,"7893083",0.147715607075555,0.43560796673066
"7984227","ANKDD1A","7984227",0.147688740035509,0.218690174569214
"8128737","MICAL1","8128737",0.147678895222382,0.297893409316077
"8092409","PARL","8092409",0.147637796923694,0.105610892787155
"8099918",NA,"8099918",0.147636277963665,0.104016679924202
"8032009","MIER2","8032009",0.147615533073672,0.236070586705593
"8033956","S1PR2","8033956",0.147599310014603,0.179709652027553
"8015835","DUSP3","8015835",0.147591189697916,0.0900400764569848
"7996563","HSD11B2","7996563",0.147574824996704,0.225346430969905
"7990027","ANP32A-IT1","7990027",0.147570700276598,0.276863194842664
"8125713","TAPBP","8125713",0.147540395246864,0.0886059757031472
"7952179","H2AX","7952179",0.147527925062878,0.0800598091572664
"8092750","FGF12","8092750",0.14750218467727,0.228184905233531
"7982335",NA,"7982335",0.147425285957735,0.0948667853183606
"8027233","ZNF101","8027233",0.147423679285206,0.0193008640898662
"7895232",NA,"7895232",0.147407562062551,0.331540982231088
"8106475",NA,"8106475",0.147390875589256,0.190761733355946
"8007794",NA,"8007794",0.147387080114814,0.323838838006553
"7894903",NA,"7894903",0.147382612836672,0.295097365320675
"7895884",NA,"7895884",0.147378032467451,0.62819293915279
"7985562",NA,"7985562",0.147308751165615,0.332828643673269
"8110362","GRK6","8110362",0.14729881261682,0.0322075322737142
"7965249","C12orf50","7965249",0.147257558732675,0.0887582311660477
"7945944","RHOG","7945944",0.14725449190392,0.238629556132375
"7962441","TWF1","7962441",0.147213479325236,0.132484766652842
"8081488","HHLA2","8081488",0.147212283708556,0.103833998241002
"8164632","FIBCD1","8164632",0.147202228657846,0.115833962938711
"7928395","FUT11","7928395",0.147186644943496,0.0586883409736523
"8173201","ZXDA","8173201",0.1471732509425,0.203593014863153
"8031949","ZNF324B","8031949",0.147164072184601,0.17529261255164
"8167270","FTSJ1","8167270",0.14714499989728,0.1259259040325
"7894411",NA,"7894411",0.147130616057218,0.264418383842102
"8068383","CLIC6","8068383",0.147123056972731,0.287944580439544
"8125775","UQCC2","8125775",0.147105388450269,0.214004772028306
"7894339",NA,"7894339",0.147053512428443,0.417547728554916
"7896400",NA,"7896400",0.147009185575707,0.702351905539232
"7961031",NA,"7961031",0.147007844033584,0.579830376926995
"8011415",NA,"8011415",0.147004571583635,0.35894444112526
"8101774",NA,"8101774",0.146965448192944,0.158129429845687
"8032525","SLC39A3","8032525",0.146918457374409,0.0867476687457403
"7892895",NA,"7892895",0.14690747305666,0.56650286900832
"7894331",NA,"7894331",0.146806992218246,0.181064677033596
"8014749",NA,"8014749",0.146804672009206,0.213089750406983
"8070720",NA,"8070720",0.146744799163955,0.19860604002081
"7896278",NA,"7896278",0.146718819725853,0.338225985171129
"7898957","RCAN3","7898957",0.146718389295155,0.186331104894048
"7969428","UCHL3","7969428",0.14670997964921,0.085515596413482
"8084947","FBXO45","8084947",0.14667256552065,0.330725540736856
"8161004","CD72","8161004",0.14664923177379,0.387312005995314
"8086899","NME6","8086899",0.146617127548823,0.169348351756842
"8160371","IFNA21","8160371",0.146613837563872,0.0797725762615799
"7985934","SEMA4B","7985934",0.146609905494375,0.140475517496396
