"","SYMBOL","ID","logFC","P.Value"
"203196_at","ABCC4","203196_at",-0.00142522833323611,0.996147854383846
"215917_at","RAD21L1","215917_at",-0.00143922015133358,0.992043112861535
"217062_at","DMPK","217062_at",-0.00145649446332907,0.995463701166051
"221990_at","PAX8","221990_at",-0.0014728714722132,0.994952237763
"238617_at","KIF26B","238617_at",-0.00147492298425567,0.993726735095161
"208500_x_at","FOXD3","208500_x_at",-0.00149047792211077,0.992315963153823
"208670_s_at","EID1","208670_s_at",-0.00149120091890076,0.996207009965713
"200887_s_at","STAT1","200887_s_at",-0.00150191233711006,0.997644542381225
"1554148_a_at","SLC33A1","1554148_a_at",-0.00153840091218171,0.995428223116752
"1554475_a_at","C19orf47","1554475_a_at",-0.00156061849338762,0.994378134735262
"233070_at","ZNF197","233070_at",-0.00157415465455601,0.990884890527928
"213156_at","ZBTB20","213156_at",-0.00157934300016471,0.997886176726158
"220426_at","FNDC11","220426_at",-0.00158262469184667,0.994837729950053
"1553508_at","MDS2","1553508_at",-0.00160134124718914,0.992898211402033
"235244_at","CCDC58","235244_at",-0.00161484133628065,0.996673646066915
"201707_at","PEX19","201707_at",-0.00163922621462209,0.995753524647054
"207558_s_at","PITX2","207558_s_at",-0.00164356700933554,0.989403287668315
"201205_at","RRBP1","201205_at",-0.00165324069570794,0.994970155775152
"222520_s_at","IFT57","222520_s_at",-0.0016582745532574,0.992598339924658
"207829_s_at","BNIP1","207829_s_at",-0.00167436258557796,0.994363065820904
"221235_s_at","TGFBRAP1","221235_s_at",-0.00169811778147988,0.99463532448743
"225153_at","GFM1","225153_at",-0.00170609195898841,0.997188888809839
"231447_at","LINC00851","231447_at",-0.00171152598396684,0.994550870545264
"224309_s_at","SUGT1","224309_s_at",-0.00171258856652479,0.995337127196052
"235775_at","TMTC2","235775_at",-0.00171284403156546,0.994379936328175
"221033_s_at","RNF17","221033_s_at",-0.0017256751212682,0.994246849489523
"1563978_at","CFAP74","1563978_at",-0.00172634936280858,0.991260949959894
"223091_x_at","MFF","223091_x_at",-0.00173952209964412,0.994463407890053
"207223_s_at","PTBP3","207223_s_at",-0.00174943284229645,0.997350883528773
"1558954_at","SNORA78","1558954_at",-0.00175433181260676,0.99262669702827
"211338_at","IFNA2","211338_at",-0.00176497916070595,0.991704377346845
"230342_at","FOXK1","230342_at",-0.00178234738085514,0.994436613094069
"232526_at","ITPKB","232526_at",-0.0017845220623669,0.993555588320044
"244324_at","C18orf54","244324_at",-0.00184317297592829,0.991023095171688
"227956_at","ITPRIPL2","227956_at",-0.00185838567580143,0.993519518339145
"229973_at","ERICH3","229973_at",-0.0019043185186276,0.986642984351127
"200982_s_at","ANXA6","200982_s_at",-0.00194603295484974,0.995174523895272
"244785_at","LINC02109","244785_at",-0.00194910348247523,0.988238532423027
"222752_s_at","PACC1","222752_s_at",-0.00195966104600487,0.995941726475101
"207335_x_at","ATP5ME","207335_x_at",-0.00196755816069683,0.9953652562523
"240320_at","RNF212B","240320_at",-0.00199154575592697,0.992331105622229
"1558034_s_at","CP","1558034_s_at",-0.00202724083553374,0.99207721486544
"1559194_a_at","CLEC4GP1","1559194_a_at",-0.00203341100945442,0.992367329855735
"204413_at","TRAF2","204413_at",-0.00204846010494641,0.991911931621681
"213744_at","ATRNL1","213744_at",-0.00205910082615723,0.991776969498954
"217245_at","DIAPH2-AS1","217245_at",-0.00206342182156627,0.990931339941387
"203606_at","NDUFS6","203606_at",-0.00206672287490939,0.993756612433787
"226132_s_at","MANEAL","226132_s_at",-0.0020743188152692,0.992386460642319
"227102_at","TRIM35","227102_at",-0.00208665520442874,0.994782289935484
"231363_at","LELP1","231363_at",-0.00208747336906612,0.990239181481321
"243270_at","FAM205A","243270_at",-0.00208934563135532,0.990117806279757
"213910_at","IGFBP7","213910_at",-0.00211008102931709,0.987119214538267
"216052_x_at","ARTN","216052_x_at",-0.00211784442945406,0.992346461255647
"229089_at","ZBTB49","229089_at",-0.00215985689397247,0.989890703820281
"220772_at","BPESC1","220772_at",-0.00216105833575408,0.986415718727674
"222026_at","RBM3","222026_at",-0.00216752220934691,0.99464828411586
"205325_at","PHYHIP","205325_at",-0.00217434364529367,0.990688028343239
"208051_s_at","PAIP1","208051_s_at",-0.00217865818685059,0.996165534091103
"227486_at","NT5E","227486_at",-0.00217919220501184,0.991589053823371
"227230_s_at","CRACD","227230_s_at",-0.0021928652766694,0.990104904607553
"210432_s_at","SCN3A","210432_s_at",-0.00219994750492125,0.993954455507368
"244430_at","PLD6","244430_at",-0.00220487219945475,0.989845085102715
"207673_at","NPHS1","207673_at",-0.00220559598912695,0.991817650473716
"230799_at","LINC01119","230799_at",-0.00220683885816708,0.991469001989908
"1556004_at","LOC101928817","1556004_at",-0.00226111988004041,0.990449419570973
"227382_at","CYB5B","227382_at",-0.00227380805026423,0.993419294633889
"205675_at","MTTP","205675_at",-0.00227601324779458,0.988788821449074
"201558_at","RAE1","201558_at",-0.00228227169454431,0.992889476778146
"1559701_s_at","NDST2","1559701_s_at",-0.00229749495448672,0.990474152686016
"205186_at","DNALI1","205186_at",-0.00230997049699777,0.992114093888935
"225238_at","MSI2","225238_at",-0.00231250459632237,0.99307870379605
"1554513_s_at","CEP89","1554513_s_at",-0.00231321977287946,0.987625322406385
"1556039_s_at","GPR173","1556039_s_at",-0.00231613244394868,0.988280697795556
"1554438_at","KIAA1217","1554438_at",-0.00232355170442622,0.988232352738334
"205410_s_at","ATP2B4","205410_s_at",-0.00236113939989391,0.991798410430093
"221506_s_at","TNPO2","221506_s_at",-0.00236864389168012,0.992708677108502
"240122_at","DIRAS2","240122_at",-0.00237865942298798,0.986877529317767
"228184_at","DISP1","228184_at",-0.00238982346998107,0.990062824796656
"2028_s_at","E2F1","2028_s_at",-0.00241292529055759,0.991531639993297
"238453_at","FGFBP3","238453_at",-0.00242698238522099,0.988920848345379
"234329_at","CLIC5","234329_at",-0.00247639684090206,0.987132279443971
"1553072_at","BNIPL","1553072_at",-0.00250975965868383,0.989555972970672
"236979_at","BCL2L15","236979_at",-0.00251249357398464,0.989989929261711
"1563993_at","LOC101929268","1563993_at",-0.00253399990117886,0.990352765731786
"203188_at","B4GAT1","203188_at",-0.00254647049197043,0.990148534380731
"1557385_at","FAM161A","1557385_at",-0.00256613470852773,0.987741769450234
"204477_at","RABIF","204477_at",-0.00260131264938401,0.991021678552358
"207402_at","ZNF132","207402_at",-0.00261401935225347,0.987541740940296
"215727_x_at","ARMCX6","215727_x_at",-0.00262505888281606,0.991250106398277
"206517_at","CDH16","206517_at",-0.00265456726678526,0.991804221349593
"1556291_at","POM121L12","1556291_at",-0.00266642355393198,0.991708535780614
"219879_s_at","HROB","219879_s_at",-0.00266669768435612,0.992098396307411
"1555103_s_at","FGF7","1555103_s_at",-0.00267502770732087,0.985144385591389
"202526_at","SMAD4","202526_at",-0.00269006823726459,0.990154140837357
"206253_at","DLG2","206253_at",-0.00270346725828174,0.987405620898328
"208530_s_at","RARB","208530_s_at",-0.00271875520454712,0.991535055612949
"238061_at","LGI3","238061_at",-0.00275858870665591,0.989965995861322
"230909_at","COX18","230909_at",-0.00276082254301313,0.989376894444659
"1562371_s_at","VWA3B","1562371_s_at",-0.00281626387792056,0.9841816565062
"222057_at","NOL12","222057_at",-0.0028217711027958,0.992293112001195
"237282_s_at","AKAP14","237282_s_at",-0.00282903915887411,0.979221174103353
"213730_x_at","TCF3","213730_x_at",-0.00284759437969484,0.990720185199063
"202981_x_at","SIAH1","202981_x_at",-0.00285118093111514,0.994617664981423
"1564421_at","DLGAP2-AS1","1564421_at",-0.0028930333115893,0.990458301049091
"1553843_at","C10orf67","1553843_at",-0.00300091700139138,0.991190613968401
"235055_x_at","MUC4","235055_x_at",-0.00300602930359917,0.991073065674992
"1555804_a_at","MAP3K19","1555804_a_at",-0.00301051422403376,0.986839561104511
"242597_at","ZMYM2","242597_at",-0.00303702071084055,0.984944407938155
"225914_s_at","CAB39L","225914_s_at",-0.00303738468937143,0.988075802261397
"216013_at","ZXDB","216013_at",-0.00306864752482383,0.988588391114832
"222938_x_at","ENPP3","222938_x_at",-0.00308865890057675,0.989777828070912
"231194_at","SNX32","231194_at",-0.003095688184926,0.989079798030252
"208124_s_at","SEMA4F","208124_s_at",-0.00309631069277039,0.986103319736924
"222681_at","POGLUT1","222681_at",-0.00309701300753051,0.995401954350203
"209892_at","FUT4","209892_at",-0.00311403498254936,0.99082730964429
"233021_at","RBM26-AS1","233021_at",-0.00311924686736376,0.985808659719903
"1558622_a_at","ZNF548","1558622_a_at",-0.00313600658473367,0.984935046263309
"223352_s_at","C17orf80","223352_s_at",-0.00316268354757909,0.98758283410879
"234290_x_at","MYH14","234290_x_at",-0.00318993773510012,0.98824099004346
"237785_at","ASB14","237785_at",-0.00321035453894725,0.985869219900573
"241811_x_at","SLC6A4","241811_x_at",-0.00322260609875968,0.980942671760379
"238216_at","LOC100506258","238216_at",-0.00322283007821245,0.989118080274664
"208440_at","LINC01565","208440_at",-0.00322309758784201,0.990109366632165
"219435_at","CTC1","219435_at",-0.00323524264263586,0.990942157052647
"224693_at","FAM210B","224693_at",-0.00323671911413648,0.994786423707503
"203681_at","IVD","203681_at",-0.00324025107300896,0.984317995817273
"235818_at","VSTM1","235818_at",-0.00324994833334546,0.993376871630248
"236994_at","FBXL4","236994_at",-0.00326465040695334,0.990650277820948
"1554958_at","ZNF641","1554958_at",-0.00328892930967406,0.993137197005382
"231589_at","HSFX3","231589_at",-0.00328897439626807,0.986040456563962
"1563346_at","C21orf91-OT1","1563346_at",-0.00331446529817381,0.987500960868374
"210081_at","AGER","210081_at",-0.00332724480457891,0.991755116292578
"236392_at","CUL9","236392_at",-0.003350594263968,0.991067330459937
"1557867_s_at","CFAP157","1557867_s_at",-0.00335867654547872,0.985278645267777
"225487_at","TMEM18","225487_at",-0.00336059583550696,0.986440742067965
"218834_s_at","TMEM132A","218834_s_at",-0.00337965493474179,0.988620205284715
"1553740_a_at","IRAK2","1553740_a_at",-0.00338652894920832,0.984272680273117
"1562287_at","SNTG1","1562287_at",-0.00342788781737946,0.97962853772137
"221563_at","DUSP10","221563_at",-0.00344503236360616,0.990939948009304
"225831_at","LUZP1","225831_at",-0.00345572684961581,0.984659327215991
"227622_at","PCF11","227622_at",-0.00346180572248755,0.989570327371549
"224852_at","TTC17","224852_at",-0.00346920087349822,0.993391533500026
"1560542_at","MCM3AP-AS1","1560542_at",-0.0034854048912365,0.978000813705072
"229964_at","C9orf152","229964_at",-0.00350903675373404,0.979925648521906
"213723_s_at","IDUA","213723_s_at",-0.00351349009893198,0.989632495340833
"230034_x_at","MRPL41","230034_x_at",-0.00352760829490428,0.986309062891877
"1569756_at","LINC02395","1569756_at",-0.00355790480688922,0.979861471306144
"1567032_s_at","ZNF160","1567032_s_at",-0.00355859292797822,0.984640013586147
"206018_at","FOXG1","206018_at",-0.00356398093183596,0.985319807438242
"205481_at","ADORA1","205481_at",-0.00358012295434218,0.987959985186511
"1558119_at","TSPAN17","1558119_at",-0.00359958456077258,0.987133191903388
"1563014_at","RPS15","1563014_at",-0.0036402037856833,0.987847063272027
"203079_s_at","CUL2","203079_s_at",-0.00364840247837783,0.992054945211484
"216724_at","DCLK2","216724_at",-0.00365193166207378,0.983508514706393
"214518_at","PDHA2","214518_at",-0.00366992302597113,0.986784343669354
"239882_at","LOC101928304","239882_at",-0.00367146032510046,0.986924002841119
"213164_at","SLC5A3","213164_at",-0.00370080643265247,0.99323494708643
"208259_x_at","IFNA7","208259_x_at",-0.00371480132959201,0.98321543676201
"1553452_at","MYO1H","1553452_at",-0.00376546808436995,0.984468519316132
"219698_s_at","METTL4","219698_s_at",-0.00377302125345391,0.992365099834186
"1559297_at","SNX29P2","1559297_at",-0.00377638630270871,0.987432665171285
"203395_s_at","HES1","203395_s_at",-0.00378449179861207,0.987568707501498
"222778_s_at","NSD2","222778_s_at",-0.00379319363175634,0.98608591214048
"207504_at","CA7","207504_at",-0.00379552206266975,0.988013343032075
"220095_at","CNTLN","220095_at",-0.0037971413515332,0.985548494505768
"224053_s_at","SLC4A9","224053_s_at",-0.00379743645222419,0.986513810304773
"207413_s_at","SCN5A","207413_s_at",-0.00380328469019631,0.987658002874607
"218125_s_at","CCDC25","218125_s_at",-0.00382024934567671,0.987081868321225
"220698_at","LINC01711","220698_at",-0.00382505096680363,0.987264383969136
"240915_at","IGHV1-69","240915_at",-0.0038280739627039,0.976698261303461
"240633_at","DOK7","240633_at",-0.00382856608361903,0.986179702413481
"207177_at","PTGFR","207177_at",-0.00386496569619332,0.975688112390477
"214483_s_at","ARFIP1","214483_s_at",-0.00386692281152268,0.99368576386939
"221758_at","ARMC6","221758_at",-0.00386709417692366,0.987977289804256
"206462_s_at","NTRK3","206462_s_at",-0.00390244287396513,0.985623679076663
"214816_x_at","FAAP24","214816_x_at",-0.00390419338076065,0.988134130151789
"221409_at","OR2S2","221409_at",-0.00390997878532051,0.986896946929722
"219935_at","ADAMTS5","219935_at",-0.00394271801555579,0.990750217482126
"220497_at","ZNF214","220497_at",-0.00394667953292371,0.976150356979064
"226501_at","XPNPEP3","226501_at",-0.00398490415596786,0.99009919066867
"203963_at","CA12","203963_at",-0.00399206072190417,0.984338602552507
"229626_at","CCDC184","229626_at",-0.00399618102272159,0.985889136465153
"206101_at","ECM2","206101_at",-0.00402569645348683,0.981283656788958
"208492_at","RFXAP","208492_at",-0.00404126256853488,0.984379480987946
"1569587_at","PIK3C2A","1569587_at",-0.0040423992525529,0.977191423705079
"1554145_a_at","PPP1R21","1554145_a_at",-0.00406914727126484,0.990769637700004
"218849_s_at","PPP1R13L","218849_s_at",-0.00407949880605862,0.987415444065949
"223721_s_at","DNAJC12","223721_s_at",-0.0040831357610136,0.980645826636343
"212538_at","DOCK9","212538_at",-0.00409689541130032,0.993512667962317
"206758_at","EDN2","206758_at",-0.00409692000294903,0.985373281182513
"215929_at","LINC00837","215929_at",-0.00412185785505548,0.972268324217736
"212215_at","PREPL","212215_at",-0.00412191205614487,0.993356635152114
"242930_at","OSGEP","242930_at",-0.00412298702763447,0.985661711526579
"1553255_at","ERVV-1","1553255_at",-0.00413050045011998,0.979485055826924
"233899_x_at","ZBTB10","233899_x_at",-0.00414887228309624,0.981716098881104
"214640_at","UNC93A","214640_at",-0.00415632463454019,0.98063240122701
"209699_x_at","AKR1C2","209699_x_at",-0.00419418192784615,0.985082109699625
"1567248_at","OR9A1P","1567248_at",-0.00419556350565609,0.980564937464433
"233520_s_at","CMYA5","233520_s_at",-0.0042147416678544,0.985476429438353
"227710_s_at","TPT1-AS1","227710_s_at",-0.00421506470423783,0.985916104693606
"210610_at","CEACAM1","210610_at",-0.00421565817447078,0.988457667726755
"1563754_at","GRIK2","1563754_at",-0.00422999232217958,0.978315954280887
"218112_at","MRPS34","218112_at",-0.00423041786948009,0.983075455103098
"215883_at","CTNNA1","215883_at",-0.00424135589170582,0.985800784420509
"243544_at","ADH1B","243544_at",-0.00424240162552003,0.98196597684844
"203994_s_at","CFAP410","203994_s_at",-0.00424977447043151,0.983213491186148
"218784_s_at","SAYSD1","218784_s_at",-0.00428480230078687,0.986062200544351
"240187_at","PPP1R3C","240187_at",-0.00433583513699221,0.979746248094399
"238272_at","TPMT","238272_at",-0.00436420594445064,0.975244347837852
"1553594_a_at","INSL3","1553594_a_at",-0.0043754617838303,0.983102596508478
"207996_s_at","LDLRAD4","207996_s_at",-0.00438043212435968,0.992028703414771
"225203_at","PPP1R16A","225203_at",-0.0043966729685625,0.988565427714066
"203802_x_at","NSUN5","203802_x_at",-0.00440623579904287,0.985026947244198
"213892_s_at","APRT","213892_s_at",-0.00440697327177553,0.988641918779441
"215119_at","MYO16","215119_at",-0.00440759030191851,0.982551822011994
"206198_s_at","CEACAM7","206198_s_at",-0.00440882458990322,0.972951334353244
"210529_s_at","TCAF1","210529_s_at",-0.00442192793610285,0.986679749004313
"211693_at","IGH","211693_at",-0.00443158390617082,0.9907511463315
"223559_s_at","INIP","223559_s_at",-0.00443833471865585,0.992175774603042
"1559687_at","TMEM221","1559687_at",-0.00445267825308537,0.985411158163859
"208368_s_at","BRCA2","208368_s_at",-0.00446955229897128,0.976973951901545
"203655_at","XRCC1","203655_at",-0.00449920999220499,0.986335533423231
"235770_at","MASP1","235770_at",-0.00450849264379416,0.980666510202946
"210994_x_at","TRIM23","210994_x_at",-0.00454295543667982,0.990017485432633
"37512_at","HSD17B6","37512_at",-0.00455075138050454,0.967001750062831
"217028_at","CXCR4","217028_at",-0.00457657557591951,0.99050348430962
"221035_s_at","TEX14","221035_s_at",-0.00459404981459111,0.980692505381408
"1560213_at","HCP5B","1560213_at",-0.00459510512729722,0.98401396581105
"229305_at","CENPU","229305_at",-0.00459566193196004,0.975813904770789
"202406_s_at","TIAL1","202406_s_at",-0.00461614815795208,0.985784005547604
"214684_at","MEF2A","214684_at",-0.00463722215072693,0.992488568170628
"1552381_at","SRSF12","1552381_at",-0.00463730760568959,0.975428315365665
"219930_at","KLF8","219930_at",-0.00465519902911504,0.971447402206079
"223689_at","IGF2BP1","223689_at",-0.00465675705290192,0.982192774474624
"207572_at","EFCAB2","207572_at",-0.00466036565941597,0.980330551227839
"228000_at","AZIN2","228000_at",-0.00467167602662411,0.983506662889858
"235442_at","CXorf56","235442_at",-0.00467883559556581,0.978845012108048
"220991_s_at","RNF32","220991_s_at",-0.00467949313406768,0.972367236243244
"223882_at","FAM172A","223882_at",-0.00472099983013941,0.988541730318304
"214240_at","GAL","214240_at",-0.00473004772102392,0.982373017507173
"210885_s_at","TRIM15","210885_s_at",-0.0047385096593775,0.98743052560874
"1554147_s_at","MAATS1","1554147_s_at",-0.00473862577506301,0.980419076266303
"218894_s_at","MAGOHB","218894_s_at",-0.00473940377442084,0.982584638057214
"201829_at","NET1","201829_at",-0.00474068044829767,0.987890402848879
"207781_s_at","ZNF711","207781_s_at",-0.00474849278019107,0.971629901729238
"214966_at","GRIK5","214966_at",-0.00479631000047043,0.98374698177086
"227991_x_at","ZBTB43","227991_x_at",-0.00480290963186736,0.985566850471224
"212603_at","MRPS31","212603_at",-0.00480395727919625,0.990541415446329
"237192_at","LOC101927668","237192_at",-0.00481216271040052,0.980170223941457
"1554863_s_at","DOK5","1554863_s_at",-0.00481394070971231,0.98217966788518
"210962_s_at","AKAP9","210962_s_at",-0.0048168013780634,0.991146263841595
"206735_at","CHRNA4","206735_at",-0.0048203879438109,0.987238949988526
"201739_at","SGK1","201739_at",-0.00482311233824539,0.992240956691299
"229724_at","GABRB3","229724_at",-0.00483070203136826,0.980930758776231
"1559235_a_at","SOX30","1559235_a_at",-0.00483133707309902,0.97579053124344
"1564165_at","LOC100630923","1564165_at",-0.00484035104543157,0.976781824198922
"218496_at","RNASEH1","218496_at",-0.00484438774685714,0.988143186313859
"238074_at","WDR27","238074_at",-0.00486871101976138,0.985685352694375
"217902_s_at","HERC2","217902_s_at",-0.00487058623447023,0.989955653004885
"239594_at","DRAIC","239594_at",-0.0048776331990763,0.981048110561244
"1556097_at","HOMER2","1556097_at",-0.00489856738412131,0.971014631161569
"209708_at","MOXD1","209708_at",-0.004898662424075,0.983932570378889
"238072_at","CLK3","238072_at",-0.00490738868495999,0.986196279603251
"237640_at","VCPKMT","237640_at",-0.00492324059608418,0.989974532664346
"232801_at","ERCC6L2","232801_at",-0.00497260368213004,0.9775586885273
"233430_at","TBC1D22B","233430_at",-0.00497709697471915,0.983963297329057
"220251_at","UTP25","220251_at",-0.00499936645589738,0.984734156725751
"208019_at","ZNF157","208019_at",-0.00503187518961301,0.970999638574201
"223996_s_at","MRPL30","223996_s_at",-0.00504475349418776,0.987781354429446
"216980_s_at","SPN","216980_s_at",-0.00504924192642253,0.984329069599519
"204194_at","BACH1","204194_at",-0.00505282481161462,0.993949840804422
"244825_at","SHROOM4","244825_at",-0.00506331414379257,0.980535488337134
"1555931_at","TSGA10","1555931_at",-0.00506503848974393,0.981807580737407
"221290_s_at","PWWP3A","221290_s_at",-0.00507290254371817,0.987130899096435
"206780_at","GAD2","206780_at",-0.00508905085194788,0.983247450433563
"209203_s_at","BICD2","209203_s_at",-0.00513348127961244,0.99067142147469
"221910_at","ETV1","221910_at",-0.0051869500483277,0.975744075972117
"208522_s_at","PTCH1","208522_s_at",-0.00519606788125104,0.982054449440231
"205631_at","KIAA0586","205631_at",-0.00519689593118944,0.977818484393305
"1552657_a_at","TXNDC2","1552657_a_at",-0.00520828751093561,0.981720355435696
"209754_s_at","TMPO","209754_s_at",-0.00523157760784887,0.992137110516857
"204915_s_at","SOX11","204915_s_at",-0.0052539418113362,0.974659864034822
"229229_at","AGXT2","229229_at",-0.00528011092786862,0.981614854900269
"230143_at","RNF165","230143_at",-0.00528229428230542,0.977274211173437
"228009_x_at","ZNRD1","228009_x_at",-0.00530556945750948,0.982235862484945
"210228_at","CSF2","210228_at",-0.00532139405479182,0.982632101690506
"206797_at","NAT2","206797_at",-0.00532344092254311,0.982702513037148
"237284_at","DNAJB8","237284_at",-0.00533364454921914,0.980091470201949
"1562048_at","LINC02085","1562048_at",-0.0053339756288513,0.974843533048597
"1556269_at","MYT1","1556269_at",-0.00533405174352408,0.97919786829467
"232815_at","FBXO3","232815_at",-0.00533589394279366,0.970024750668195
"207295_at","SCNN1G","207295_at",-0.00533931500511065,0.981000056533588
"1552854_a_at","VWA5B1","1552854_a_at",-0.00536124377811076,0.977096391399046
"219260_s_at","ELP5","219260_s_at",-0.00540910023803054,0.985456049500895
"230250_at","PTPRB","230250_at",-0.00540955900883278,0.967648122750658
"219726_at","NLGN3","219726_at",-0.00545085625323427,0.983258625831339
"1569780_at","CNTNAP2-AS1","1569780_at",-0.00549350765851253,0.97684781636668
"1569149_at","PDLIM7","1569149_at",-0.0055067317647044,0.988692261872904
"206546_at","SYCP2","206546_at",-0.00551641055919116,0.971904410585487
"232170_at","S100A7A","232170_at",-0.00552061862889852,0.979030091102545
"1561540_at","LINC00343","1561540_at",-0.0055294257913614,0.971391065534874
"1570529_at","PUM3","1570529_at",-0.00553640746726192,0.974593045258337
"222963_s_at","IL1RAPL1","222963_s_at",-0.00554397458096201,0.979126507598388
"1559925_s_at","LOC102723757","1559925_s_at",-0.00557314718338953,0.978688022557741
"1564805_a_at","OFCC1","1564805_a_at",-0.0055900958538686,0.97749786729046
"235905_at","ZNF704","235905_at",-0.00559601654717623,0.975818959133857
"229897_at","ZNF641","229897_at",-0.00559706247101843,0.990133843778392
"230929_s_at","UBE2J2","230929_s_at",-0.00560787091332493,0.985411551955473
"206013_s_at","ACTL6B","206013_s_at",-0.00561210804051848,0.982562913672266
"203869_at","USP46","203869_at",-0.00561564090820044,0.982636752612974
"1554578_at","ZNF70","1554578_at",-0.00562403696679237,0.976021026972098
"238777_x_at","ATMIN","238777_x_at",-0.0056249978398073,0.98294238374733
"223381_at","NUF2","223381_at",-0.005630036068486,0.966645888011125
"206528_at","TRPC6","206528_at",-0.00563926729550213,0.968992303132849
"1564482_at","ATP5PO","1564482_at",-0.00565299476391301,0.975622585660353
"201159_s_at","NMT1","201159_s_at",-0.00570086294354422,0.980363964363673
"1556891_at","SORCS1","1556891_at",-0.00570855018434102,0.97673803001143
"224299_x_at","FTCD","224299_x_at",-0.00573164666311055,0.983793480752235
"204633_s_at","RPS6KA5","204633_s_at",-0.00574176348591848,0.985765515006754
"221263_s_at","SF3B5","221263_s_at",-0.00582268513657525,0.981762571385314
"238123_at","GABRQ","238123_at",-0.00582904062862255,0.977256864425154
"231487_at","COX8C","231487_at",-0.00583321107949919,0.966058621139901
"236884_at","RIMKLA","236884_at",-0.00583502548853598,0.969129610030379
"236980_at","STRN","236980_at",-0.00584818776359386,0.974491399167787
"208742_s_at","SAP18","208742_s_at",-0.00584871587508751,0.979435599107725
"218985_at","SLC2A8","218985_at",-0.00586013304969324,0.980200024438414
"206483_at","LRRC6","206483_at",-0.00587262905616814,0.987972344926912
"218446_s_at","TVP23B","218446_s_at",-0.00587456890519711,0.990597253266132
"214199_at","SFTPD","214199_at",-0.00587857277226522,0.980539351461097
"240767_x_at","VPS13A-AS1","240767_x_at",-0.00589523086797072,0.983481097650865
"207344_at","AKAP3","207344_at",-0.00591799332954235,0.979312402816281
"232513_x_at","FAM209B","232513_x_at",-0.0059210066382116,0.975971753359747
"1567284_at","OR1J4","1567284_at",-0.00592943933160583,0.97083005324482
"223720_at","SPINK7","223720_at",-0.00593845580482233,0.967457674543015
"205783_at","KLK13","205783_at",-0.00594344905212463,0.982233713743976
"1553346_a_at","TNRC6A","1553346_a_at",-0.00595310463136967,0.975124998093447
"211392_s_at","PATZ1","211392_s_at",-0.00595719952259621,0.978515271882304
"209844_at","HOXB13","209844_at",-0.00595970672596557,0.976108198184893
"239139_at","CPNE9","239139_at",-0.00597050191950466,0.981482094511259
"1563265_at","HNF4A-AS1","1563265_at",-0.00597108450589046,0.966738838403235
"229402_at","SAMD13","229402_at",-0.00597464627047328,0.978114933594788
"236186_x_at","IL17RE","236186_x_at",-0.00597548136884285,0.981564224491912
"224180_x_at","WDPCP","224180_x_at",-0.00598268155687531,0.974107171886585
"230102_at","ETV5","230102_at",-0.00603136550983407,0.980315102058787
"235669_at","PHYKPL","235669_at",-0.00604308946618959,0.975862724090564
"242193_at","MIR124-2HG","242193_at",-0.00604640552232771,0.962366737632778
"202238_s_at","NNMT","202238_s_at",-0.00604768454599869,0.976434462715564
"220245_at","SLC45A2","220245_at",-0.00604788472284579,0.979343112398469
"1564281_at","LINC00491","1564281_at",-0.00607497603498519,0.983107899015286
"239395_at","ARRDC3-AS1","239395_at",-0.0061059278604505,0.979448222791507
"237909_at","ADAM6","237909_at",-0.00611071908254246,0.980440724786303
"233509_at","HERC4","233509_at",-0.00614027734076084,0.976015592080967
"208271_at","PAPOLB","208271_at",-0.0061494080168778,0.963408479413889
"221150_at","MEPE","221150_at",-0.0061658594641596,0.981572347476658
"214124_x_at","FGFR1OP","214124_x_at",-0.00618423401324186,0.985750174556154
"234740_at","CDC14B","234740_at",-0.00620057023790377,0.973928142593586
"221027_s_at","PLA2G12A","221027_s_at",-0.00620222127787873,0.981524332997727
"1569659_at","LUARIS","1569659_at",-0.00620625283459431,0.972786415343908
"207754_at","RASSF8","207754_at",-0.00621263890833434,0.972735185325111
"208965_s_at","IFI16","208965_s_at",-0.00621616225515176,0.989020540164479
"241741_at","CRLS1","241741_at",-0.00621726678480083,0.982112234824572
"205838_at","GYPA","205838_at",-0.00625249868550659,0.977594974768627
"213984_at","PDS5A","213984_at",-0.00629335729899427,0.975331629865592
"242698_at","AKAP14","242698_at",-0.0063127335781239,0.967235604468334
"228139_at","RIPK3","228139_at",-0.0063128112525046,0.9741552770752
"205669_at","NCAM2","205669_at",-0.00633699287896938,0.971017814406628
"244691_at","SETD5","244691_at",-0.00634217501097911,0.979446746082089
"239381_at","KLK7","239381_at",-0.0063466052665806,0.974351637165869
"207720_at","LOR","207720_at",-0.00636976777293352,0.973738815552351
"222585_x_at","KRCC1","222585_x_at",-0.00638161567291551,0.989572021526024
"239304_at","MFSD4A","239304_at",-0.00638759883724127,0.981149606313747
"205862_at","GREB1","205862_at",-0.00638794427409639,0.95001565486093
"1569077_x_at","ZNF836","1569077_x_at",-0.00639093360586163,0.981145703667649
"239839_at","ZNF555","239839_at",-0.00640124412417364,0.971485948671404
"221358_at","NPBWR2","221358_at",-0.0064103944558469,0.971456758835923
"220006_at","EFCC1","220006_at",-0.00641203901267318,0.979854230820748
"228921_at","SLC25A42","228921_at",-0.00643049080792535,0.975604824499804
"209551_at","YIPF4","209551_at",-0.00644043080961598,0.987597638165409
"1569783_at","LRRD1","1569783_at",-0.00644291245903572,0.961119002013489
"1563245_at","CLYBL-AS2","1563245_at",-0.00644381262996996,0.973827886578942
