"","SYMBOL","ID","logFC","P.Value"
"223106_at","TMEM14C","223106_at",0.173905499344448,0.715678041759219
"205696_s_at","GFRA1","205696_s_at",0.173869441827271,0.283857076301637
"244835_at","MOSMO","244835_at",0.173860959171631,0.219677607179119
"208463_at","GABRA4","208463_at",0.173829733177143,0.444866139116296
"211753_s_at","RLN1","211753_s_at",0.17382952200925,0.317739796122603
"206191_at","ENTPD3","206191_at",0.173811753737292,0.463980279917927
"223401_at","ADPRM","223401_at",0.17377169442932,0.507057012555179
"241535_at","SNTG2-AS1","241535_at",0.173751470089447,0.372338231595974
"232262_at","PIGL","232262_at",0.173718268410832,0.471367799744334
"237333_at","RBBP4","237333_at",0.173701494793696,0.684173309346331
"231969_at","STOX2","231969_at",0.173680991747312,0.32041219920722
"208903_at","RPS28","208903_at",0.17361171503369,0.38907143008297
"1559964_at","LOC401261","1559964_at",0.17358636445729,0.725184524367436
"1554251_at","HP1BP3","1554251_at",0.173559790520801,0.768676790421035
"222901_s_at","KCNJ16","222901_s_at",0.173545372146648,0.347046365889667
"230529_at","HECA","230529_at",0.173538805998167,0.51075768235795
"209983_s_at","NRXN2","209983_s_at",0.17352155158795,0.304012257802575
"230338_x_at","GSX2","230338_x_at",0.173511870337551,0.458161137025796
"228451_at","FAM229A","228451_at",0.173372972155108,0.392701251989236
"205155_s_at","SPTBN2","205155_s_at",0.173356384173212,0.531327478686499
"222360_at","DPH5","222360_at",0.173329495371624,0.360675474406839
"219825_at","CYP26B1","219825_at",0.173268131072868,0.498042995494431
"1554027_a_at","SLC4A4","1554027_a_at",0.173267252629673,0.323383979680603
"1556924_at","CFLAR-AS1","1556924_at",0.173241963428508,0.359213513015747
"206870_at","PPARA","206870_at",0.173238870188189,0.282749368324384
"222048_at","CRYBB2P1","222048_at",0.173220156595938,0.373848890763152
"226555_at","INO80D","226555_at",0.173194631113421,0.561359392567374
"239216_at","TEKT1","239216_at",0.173193522230866,0.428106092224784
"229587_at","UBA2","229587_at",0.17317975382534,0.449465706100957
"238964_at","FIGN","238964_at",0.173175584909231,0.477764466642545
"204832_s_at","BMPR1A","204832_s_at",0.173165119900055,0.336483282606711
"218675_at","SLC22A17","218675_at",0.173154081463868,0.469590057828846
"206545_at","CD28","206545_at",0.173117767037761,0.780766416667904
"220062_s_at","MAGEC2","220062_s_at",0.17311362465349,0.332340117726711
"221771_s_at","MPHOSPH8","221771_s_at",0.173105967176108,0.726525299924116
"213782_s_at","MYOZ2","213782_s_at",0.173100465313639,0.236499142146123
"200023_s_at","EIF3F","200023_s_at",0.173088276066499,0.524806110711588
"209821_at","IL33","209821_at",0.173076088238352,0.199136484632078
"229737_at","TENT5A","229737_at",0.173073811846123,0.48694212092822
"221172_at","C7orf69","221172_at",0.173056787313623,0.55455385237258
"1559326_at","DIO3OS","1559326_at",0.17303852559103,0.462767090275978
"225004_at","TMEM101","225004_at",0.173014044135378,0.43834016867169
"224045_x_at","LINC00470","224045_x_at",0.173006114581497,0.296219621117285
"211122_s_at","CXCL11","211122_s_at",0.173002294716214,0.210019531998911
"242301_at","CBLN2","242301_at",0.173000017415613,0.41364611268445
"1554253_a_at","CERS3","1554253_a_at",0.172971374589714,0.500096476374847
"206557_at","ZNF702P","206557_at",0.17291001934139,0.373234107428189
"228004_at","LINC00261","228004_at",0.172908567365906,0.454473150086103
"217481_x_at","SHISA6","217481_x_at",0.172887069369324,0.452766037988815
"216034_at","ZNF280A","216034_at",0.172843244577195,0.413894501602739
"208432_s_at","CACNA1E","208432_s_at",0.172838980808088,0.498308897687472
"216525_x_at","PMS2P3","216525_x_at",0.172818223399438,0.514853249949199
"229404_at","TWIST2","229404_at",0.1728095432568,0.450686285324929
"230334_at","LOC100507291","230334_at",0.17279938596972,0.422927079416457
"221535_at","LSG1","221535_at",0.172790939461075,0.640275599725958
"1569040_s_at","ANKRD36BP2","1569040_s_at",0.172761082331546,0.476378378071886
"210040_at","SLC12A5","210040_at",0.172755981928396,0.408501445654304
"1564868_a_at","FAM117B","1564868_a_at",0.172732880224064,0.501633866208192
"211738_x_at","CELA3A","211738_x_at",0.172687210219462,0.517052256629415
"202558_s_at","HSPA13","202558_s_at",0.17266666417205,0.520028443778834
"211798_x_at","IGLJ3","211798_x_at",0.172666610599351,0.636803129767698
"1552646_at","IL11RA","1552646_at",0.172665977578204,0.444576745029974
"238154_at","CEP70","238154_at",0.1726304698606,0.289413892520695
"241668_s_at","LOC101928728","241668_s_at",0.172606026343723,0.561602241650033
"223634_at","RASD2","223634_at",0.172561433762427,0.421472295235416
"239151_at","BMS1P1","239151_at",0.172536523936592,0.490747491343421
"215685_s_at","DLX2","215685_s_at",0.172510567166973,0.548271608027711
"221789_x_at","RHOT2","221789_x_at",0.172506109909629,0.379182342733709
"203862_s_at","ACTN2","203862_s_at",0.172480899913386,0.265171303908207
"244166_at","APLN","244166_at",0.172435653459416,0.360641256243337
"237540_at","LINC00644","237540_at",0.172394605479513,0.223782562432691
"220461_at","PCNX2","220461_at",0.172350166579742,0.358558117966639
"1559992_a_at","LINC00645","1559992_a_at",0.172347653749381,0.300599976905214
"230258_at","GLIS3","230258_at",0.172254746044749,0.450573202115142
"221298_s_at","SLC22A8","221298_s_at",0.172247693455739,0.584117417167886
"221388_at","OR1A1","221388_at",0.172241092432133,0.453472720449224
"213943_at","TWIST1","213943_at",0.172238046155919,0.461174054721164
"1562095_at","SLMAP","1562095_at",0.17220544222077,0.228890157122103
"205510_s_at","GABPB1-IT1","205510_s_at",0.17218560412014,0.544585480076624
"221317_x_at","PCDHB6","221317_x_at",0.172182638555044,0.543449112133641
"219834_at","CARF","219834_at",0.172172796560672,0.30247487150597
"215181_at","CDH22","215181_at",0.172118805378573,0.503502066747035
"233238_s_at","LINC01933","233238_s_at",0.1721043865018,0.276967441331525
"217477_at","PIP5K1B","217477_at",0.1720987282728,0.344820944574464
"214636_at","CALCB","214636_at",0.17209149767274,0.261887628170889
"1552570_at","TSPEAR","1552570_at",0.17208488668753,0.337372371592125
"1553583_a_at","THRSP","1553583_a_at",0.172083741892012,0.439823627746578
"207262_at","APOF","207262_at",0.172074499724427,0.265514828325125
"226701_at","GJA5","226701_at",0.172044956966413,0.350482821394993
"243734_x_at","VWC2","243734_x_at",0.172008404134233,0.164091241491487
"232669_at","HIF3A","232669_at",0.172001694265012,0.466814355015615
"211627_x_at","ESR1","211627_x_at",0.171991169764492,0.459750922177353
"214385_s_at","MUC5AC","214385_s_at",0.171982177734624,0.503223889082203
"230842_at","FGFR2","230842_at",0.171972824506806,0.470196213871417
"214557_at","PTTG2","214557_at",0.171969596685927,0.350944527344862
"241923_x_at","NANS","241923_x_at",0.171958553830372,0.389676773753715
"208165_s_at","PRSS16","208165_s_at",0.171951586046538,0.377157883038101
"1555609_a_at","ZMAT3","1555609_a_at",0.171886249628133,0.429240611643748
"205136_s_at","NUFIP1","205136_s_at",0.171880415272489,0.268808635946158
"222343_at","BCL2L11","222343_at",0.171877278201502,0.385551537543835
"1555785_a_at","XRN1","1555785_a_at",0.171862820568188,0.601952282201849
"230837_at","LOC100132057","230837_at",0.171860531466396,0.330265095551814
"1554937_x_at","EXOC3L1","1554937_x_at",0.171856537442441,0.593058061540512
"1558630_at","DLGAP4-AS1","1558630_at",0.17178001234062,0.405501413687747
"225896_at","MPRIP","225896_at",0.171759420565603,0.62012449300208
"226389_s_at","RAPGEF1","226389_s_at",0.171752260099035,0.488921911897124
"61874_at","CACFD1","61874_at",0.171751977678946,0.401101882314226
"237131_at","RIIAD1","237131_at",0.171741268163542,0.401810294371622
"213443_at","TRADD","213443_at",0.171717886115147,0.37922122409575
"1557838_at","FAM135B","1557838_at",0.17169970017089,0.241923537393567
"206322_at","SYN3","206322_at",0.171691555696277,0.407218035959252
"232575_at","PCA3","232575_at",0.17168573358601,0.37600462999196
"1556919_at","LEPR","1556919_at",0.171675328976764,0.434674741847481
"233649_at","KATNAL2","233649_at",0.171664592478169,0.303528965353388
"233818_at","LTN1","233818_at",0.171657655005311,0.32129356233023
"236387_at","CCNT2-AS1","236387_at",0.171654058628666,0.334866608140987
"1559862_at","COPA","1559862_at",0.171649737801126,0.269029031936956
"202644_s_at","TNFAIP3","202644_s_at",0.171618044626255,0.544299743558002
"1565937_a_at","LMO3","1565937_a_at",0.171600587039006,0.23590290134553
"211756_at","PTHLH","211756_at",0.171596526514855,0.26887849649909
"208951_at","ALDH7A1","208951_at",0.171589385030462,0.36628320312079
"209961_s_at","HGF","209961_s_at",0.171573089985173,0.415119200919963
"205536_at","VAV2","205536_at",0.17152207112509,0.51784860703403
"234029_at","PCDHGB8P","234029_at",0.171514673376457,0.347692592445851
"1559891_at","HMGA2","1559891_at",0.171468813809137,0.450013823058412
"1554767_s_at","CRYZL1","1554767_s_at",0.171464210862288,0.480004941428196
"1552344_s_at","CNOT7","1552344_s_at",0.1714182096709,0.642193157831029
"206932_at","CH25H","206932_at",0.171417412349472,0.310264556328632
"202853_s_at","RYK","202853_s_at",0.171417008558556,0.673196893050173
"1559716_at","INO80C","1559716_at",0.171392681157844,0.612719094849239
"1558649_at","ALDH1A3","1558649_at",0.17136449875444,0.450537757220748
"231678_s_at","ADH4","231678_s_at",0.171320731448573,0.325110629841516
"1554239_s_at","ZADH2","1554239_s_at",0.171307847239652,0.518394684483142
"218373_at","AKTIP","218373_at",0.171290938744905,0.573784498730494
"235007_at","BBS7","235007_at",0.17126709041679,0.456766748582396
"223679_at","CTNNB1","223679_at",0.171233130107773,0.622478580638599
"243881_at","SHC3","243881_at",0.17122613145142,0.45467206770759
"214532_x_at","POU5F1B","214532_x_at",0.171211837781623,0.460227885880918
"212679_at","TBL2","212679_at",0.171187167409044,0.369880606998514
"217430_x_at","COL1A1","217430_x_at",0.171146326585487,0.639974080059737
"232767_at","CADM1","232767_at",0.171136834486544,0.39406542756683
"214833_at","TMEM63A","214833_at",0.17113569042341,0.722881457863893
"224495_at","TMEM107","224495_at",0.171134949538502,0.386349694085324
"1563496_at","RNF217-AS1","1563496_at",0.171095218303604,0.259251328531644
"231614_at","NOVA1","231614_at",0.171025801116983,0.266488255603642
"1563099_at","LOC100507053","1563099_at",0.171022897236592,0.297142235715497
"210138_at","RGS20","210138_at",0.171008630185579,0.274795088966823
"210203_at","CNOT4","210203_at",0.170995955624722,0.636269444292082
"235603_at","HNRNPU","235603_at",0.17098389553668,0.584819803370767
"1569065_s_at","C15orf62","1569065_s_at",0.17098017845333,0.455257536369849
"209126_x_at","KRT6B","209126_x_at",0.170956430176592,0.530141442955765
"205204_at","NMB","205204_at",0.170936110232468,0.412133614404565
"1562031_at","JAK2","1562031_at",0.170932375183532,0.636393211982784
"234633_at","KRTAP4-11","234633_at",0.170931737329409,0.26984508217808
"215321_at","RUNDC3B","215321_at",0.170911268300315,0.673654355192208
"231666_at","PAX3","231666_at",0.170895315628778,0.232661256979469
"1564816_at","C14orf178","1564816_at",0.170887159356939,0.496069050138666
"205772_s_at","AKAP7","205772_s_at",0.170859701160307,0.346135735619748
"1555025_at","TMEM26","1555025_at",0.170845006748196,0.262730984823701
"213458_at","FAM149B1","213458_at",0.170834659837046,0.246065774603244
"1552427_at","ZNF485","1552427_at",0.170830581092837,0.262647104122632
"1557639_at","NFIA","1557639_at",0.170827668281633,0.279171401598622
"1569490_at","FNDC3B","1569490_at",0.170817537314711,0.657241570264294
"224584_at","TMEM230","224584_at",0.170808699276675,0.68950281896702
"1560665_at","SCPEP1","1560665_at",0.170792080562348,0.405603965616791
"242253_at","PPP5D1","242253_at",0.170771928204295,0.435249202900805
"222253_s_at","POM121L9P","222253_s_at",0.170758067564587,0.631214161517416
"1555078_at","ZNF843","1555078_at",0.170751627031668,0.459541642948722
"217463_s_at","MYRF","217463_s_at",0.170749256738568,0.477525983222355
"238325_s_at","ODF3B","238325_s_at",0.170732837404287,0.58136623801706
"234930_at","TMEM234","234930_at",0.170729371385951,0.293873910120754
"237805_at","LOC729296","237805_at",0.170707470318691,0.395904955197098
"234002_at","ABHD16B","234002_at",0.17069547763335,0.565327703914129
"239181_at","CYP2R1","239181_at",0.170678009114225,0.286538099618457
"223779_at","AFAP1-AS1","223779_at",0.17064945068434,0.463861202210717
"226847_at","FST","226847_at",0.17061780936287,0.312547512622729
"203263_s_at","ARHGEF9","203263_s_at",0.170614364791685,0.571797195617034
"225583_at","UXS1","225583_at",0.170607311505598,0.667256483372347
"1560563_at","LOC101929552","1560563_at",0.170603002691402,0.430263462726766
"209230_s_at","NUPR1","209230_s_at",0.170602383647293,0.613067741845254
"1563899_at","LCTL","1563899_at",0.170551738827698,0.182846108566237
"232847_at","SALL3","232847_at",0.170536867431714,0.314312443134507
"1552685_a_at","GRHL1","1552685_a_at",0.170464120299269,0.353117367373146
"205549_at","PCP4","205549_at",0.170448549229518,0.38887920147321
"242791_at","FBXO3","242791_at",0.170432764021724,0.26566835338719
"202694_at","STK17A","202694_at",0.170426766510992,0.496040728132915
"228878_s_at","CFC1B","228878_s_at",0.170403502277619,0.381623781037135
"1556671_s_at","GTF3C2-AS1","1556671_s_at",0.170365675632982,0.478210443573281
"212624_s_at","CHN1","212624_s_at",0.170361264486558,0.518554601820488
"207208_at","RBMXL2","207208_at",0.170355389181545,0.325463859010398
"206330_s_at","SHC3","206330_s_at",0.170348382216027,0.449638996943211
"205330_at","MN1","205330_at",0.170326613256044,0.354811678326655
"231561_s_at","APOC2","231561_s_at",0.170318439030092,0.537851098314413
"230686_s_at","SLC13A3","230686_s_at",0.170279292398916,0.39567462133823
"228608_at","NALCN","228608_at",0.170278787601922,0.335227261996083
"223857_x_at","EMC4","223857_x_at",0.170270108352241,0.367425353265238
"242898_at","EIF2AK2","242898_at",0.170252554768825,0.57802408937726
"221682_s_at","PCDHGB6","221682_s_at",0.17023467766099,0.319250250217268
"224259_at","WNT8A","224259_at",0.170226093384547,0.429451750723445
"217200_x_at","CYB561","217200_x_at",0.17020806459298,0.351560202875173
"231887_s_at","PALD1","231887_s_at",0.170199229561869,0.461101199149037
"221431_s_at","OR12D3","221431_s_at",0.170195441856682,0.389042965853364
"206459_s_at","WNT2B","206459_s_at",0.170194681779105,0.422367171326653
"1564138_at","FBXW12","1564138_at",0.170187171446822,0.443188958409179
"213676_at","TMEM151B","213676_at",0.170185367395782,0.481526954519331
"214386_at","HMX1","214386_at",0.170174391542329,0.486000435626717
"236096_at","SIPA1L3","236096_at",0.170163153227753,0.464520747053009
"231692_at","PIGG","231692_at",0.170159798960727,0.44059629747593
"1552903_at","B4GALNT2","1552903_at",0.170146580061683,0.426784212409555
"214970_s_at","ST6GAL1","214970_s_at",0.170129527778649,0.279445800447325
"237777_at","PFKFB1","237777_at",0.170112673856592,0.34156202139123
"239718_at","LSP1P4","239718_at",0.170109285514545,0.590958131986401
"217613_at","TMEM144","217613_at",0.170079685529032,0.335532696371309
"206368_at","CPLX2","206368_at",0.170067573342201,0.470527178123998
"1568889_at","FANCD2","1568889_at",0.170030734824088,0.500371128008955
"217040_x_at","SOX15","217040_x_at",0.170018106971465,0.695252304962644
"1564280_x_at","LOC100133920","1564280_x_at",0.170004995392473,0.225631835548864
"1568745_at","LINC01704","1568745_at",0.169984004841806,0.361642692334898
"1559921_at","PECAM1","1559921_at",0.169952082495596,0.612598383068335
"227362_at","SLC2A4RG","227362_at",0.169936209894751,0.411556208791324
"222939_s_at","SLC16A10","222939_s_at",0.169927816366208,0.531504105597933
"213714_at","CACNB2","213714_at",0.169893466595616,0.278313905413991
"215551_at","ESR1","215551_at",0.169888455404315,0.375518069535954
"227175_at","MCL1","227175_at",0.169875548971347,0.455413010408655
"211112_at","SLC12A4","211112_at",0.169866477800781,0.581569085932582
"229152_at","FDCSP","229152_at",0.169826006524587,0.280533128744648
"223308_s_at","WDR5","223308_s_at",0.169800977664936,0.360564659994627
"1563802_at","LINC01226","1563802_at",0.169718030432692,0.460298686629058
"235608_at","FBXL3","235608_at",0.169696274959412,0.470274490878941
"214798_at","ATP2C2","214798_at",0.169646152265434,0.439950568025597
"219617_at","CAMKMT","219617_at",0.169628604276562,0.386230703619414
"1569728_at","LINC00423","1569728_at",0.169606027122752,0.467595065282097
"1557275_a_at","TLCD2","1557275_a_at",0.169604776849021,0.354567019644831
"34449_at","CASP2","34449_at",0.169600004340033,0.482624544554025
"207776_s_at","CACNB2","207776_s_at",0.169595545257267,0.377519282398016
"205828_at","MMP3","205828_at",0.1695886618226,0.189290472950895
"225900_at","EXOC6B","225900_at",0.169577627257914,0.52576020544762
"212203_x_at","IFITM3","212203_x_at",0.169546715621875,0.506363444319894
"223579_s_at","APOB","223579_s_at",0.169482515066119,0.444616313835311
"1557214_at","LINC02382","1557214_at",0.169480650898516,0.260129436438535
"1553405_a_at","CSMD1","1553405_a_at",0.169462734157064,0.360685857668891
"237299_at","NARF","237299_at",0.169424187468696,0.539814234186127
"220968_s_at","TSPAN9","220968_s_at",0.16941915423325,0.555503528617547
"211044_at","TRIM14","211044_at",0.169411155495883,0.5136013946251
"238177_at","SLC6A19","238177_at",0.169389897074527,0.582399348820396
"239439_at","AFF4","239439_at",0.169385579729392,0.354979209272875
"1554140_at","WDR78","1554140_at",0.169362910053903,0.382676185489514
"1561978_at","LOC284798","1561978_at",0.169362805711256,0.498058203287632
"224520_s_at","BEST3","224520_s_at",0.16929852856495,0.340486353939972
"209131_s_at","SNAP23","209131_s_at",0.169283233164643,0.770344246047131
"230593_at","GRIK3","230593_at",0.169235160293391,0.258558746160779
"213018_at","GATAD1","213018_at",0.169229552947259,0.694879493676003
"1564651_at","SMIM13","1564651_at",0.169222851300215,0.262626921663708
"214692_s_at","JRK","214692_s_at",0.16921740138865,0.358103123555309
"229735_s_at","NIPAL3","229735_s_at",0.169180637015153,0.55378600686623
"1552542_s_at","TAGAP","1552542_s_at",0.169139488063122,0.713878839253844
"227475_at","FOXQ1","227475_at",0.16912081472351,0.502638847799847
"223934_at","SP140L","223934_at",0.169101776523403,0.375722075243948
"1563495_at","SLC9C2","1563495_at",0.169099610626785,0.393648464746883
"236926_at","TBX1","236926_at",0.169065107034674,0.5574586303214
"221258_s_at","KIF18A","221258_s_at",0.168999037571544,0.329050182556755
"208436_s_at","IRF7","208436_s_at",0.168994624592875,0.63360725467073
"211064_at","ZNF493","211064_at",0.16897867843628,0.510057369774548
"1552439_s_at","MEGF11","1552439_s_at",0.168969755171127,0.349946656503161
"52159_at","HEMK1","52159_at",0.168969151396481,0.373513585407515
"217127_at","CTH","217127_at",0.168968008406671,0.282489442070987
"207959_s_at","DNAH9","207959_s_at",0.168954284276162,0.532223080690499
"220668_s_at","DNMT3B","220668_s_at",0.168934242026927,0.359468819273659
"239466_at","DUBR","239466_at",0.168879423717119,0.397204708023571
"234570_at","ZNF71","234570_at",0.168879053048502,0.379767769602554
"241957_x_at","LIN7B","241957_x_at",0.168871565264824,0.478396702922166
"1554874_at","MITF","1554874_at",0.168868701338985,0.225943427234614
"214138_at","ZNF79","214138_at",0.168861160868421,0.450937471931764
"221396_at","TAS2R7","221396_at",0.16882713883035,0.254212913138546
"227442_at","COX18","227442_at",0.168826292628298,0.688071424755009
"218877_s_at","TRMT11","218877_s_at",0.168796391231152,0.676236670441242
"207952_at","IL5","207952_at",0.168770342201761,0.327509021990279
"231297_at","DOT1L","231297_at",0.168740105819813,0.377675594984743
"206266_at","GPLD1","206266_at",0.168735126242137,0.536710048732506
"241738_at","ZNF250","241738_at",0.168716853127048,0.21070841103096
"213749_at","MASP1","213749_at",0.168670172765924,0.50320425587432
"243056_at","C12orf60","243056_at",0.168640393650199,0.325782824013003
"1558398_at","ANKRD24","1558398_at",0.168615586652751,0.390620441908829
"238656_at","RAD50","238656_at",0.168593622342727,0.628484561569695
"1553493_a_at","TDH","1553493_a_at",0.168558294377716,0.520627916992041
"212704_at","TUT4","212704_at",0.168546312086353,0.595588686798112
"236312_at","MAD2L1","236312_at",0.168544995869545,0.230081916650082
"1553891_at","KLF17","1553891_at",0.168544983647416,0.516438090733988
"1561963_at","MIR4296","1561963_at",0.168541683349615,0.349221520215877
"1565111_x_at","OFCC1","1565111_x_at",0.168522891090166,0.25633580575121
"1562741_at","UBXN4","1562741_at",0.168513058917318,0.45630197175077
"219201_s_at","TWSG1","219201_s_at",0.168468560684462,0.326044346821811
"1565898_at","METTL15","1565898_at",0.168459672997646,0.300883735405334
"236236_at","WNK3","236236_at",0.168442927610373,0.390166152397833
"219300_s_at","CNTNAP2","219300_s_at",0.168442083350501,0.638098547575808
"211834_s_at","TP63","211834_s_at",0.168431753569935,0.402849544696239
"230288_at","FGF14","230288_at",0.168430922622124,0.496667085316263
"228909_at","LINC00205","228909_at",0.168417187865472,0.43640125786826
"229911_at","TPM2","229911_at",0.168381514853269,0.384530072998476
"222790_s_at","RSBN1","222790_s_at",0.168378118689561,0.625545305843783
"211193_at","TP63","211193_at",0.168365142086818,0.382620626626839
"234730_s_at","RIPK4","234730_s_at",0.168358361216529,0.452883997272549
"1553515_at","COPS9","1553515_at",0.168306486057932,0.446363818052438
"204508_s_at","CA12","204508_s_at",0.168263174510536,0.451418468001586
"223952_x_at","DHRS9","223952_x_at",0.168260479161523,0.707680872488992
"206784_at","AQP8","206784_at",0.168252177372402,0.458937776175165
"227514_at","ITPRIPL2","227514_at",0.168186731357916,0.665109376469906
"1567376_at","DNAH1","1567376_at",0.168168742561515,0.276261007983614
"233591_at","LINC02555","233591_at",0.16816834911451,0.411605674211498
"1553122_s_at","RBAK","1553122_s_at",0.168150194704151,0.335133232296636
"230132_at","PCAT19","230132_at",0.168142484948681,0.406943158974788
"217264_s_at","SCNN1A","217264_s_at",0.168135195872872,0.621681514230821
"226086_at","SYT13","226086_at",0.168110362917356,0.421752323223325
"210310_s_at","FGF5","210310_s_at",0.16804629687724,0.370172721089191
"1555517_at","GABRG3","1555517_at",0.168044470621145,0.298969235806018
"214662_at","WDR43","214662_at",0.168028860336624,0.664555078903481
"210072_at","CCL19","210072_at",0.16801833734112,0.453922607804022
"237163_x_at","LOC390705","237163_x_at",0.167986309253958,0.561849142615529
"1569058_at","GTF3C3","1569058_at",0.16798156508329,0.255306943759482
"212812_at","SERINC5","212812_at",0.1679717645666,0.719978117779579
"1568794_at","LINC01750","1568794_at",0.167969040416489,0.335510948341661
"238746_at","PXMP4","238746_at",0.16793711494563,0.451021148950936
"236998_at","COA3","236998_at",0.167918023101602,0.382200508520518
"239675_at","LINC00900","239675_at",0.167916431274856,0.341582840339982
"207326_at","BTC","207326_at",0.167911853640143,0.351130885533439
"206477_s_at","NOVA2","206477_s_at",0.16790773365208,0.57223213481984
"203223_at","RABEP1","203223_at",0.167900093177444,0.423174742596427
"1559689_a_at","GRAPL","1559689_a_at",0.167854197365262,0.398769088306339
"1565602_at","PCDH9","1565602_at",0.167848258580036,0.287400917958089
"224462_s_at","CHCHD6","224462_s_at",0.1678378221157,0.457696096270322
"1560065_at","PAIP2","1560065_at",0.167807749589581,0.418836629552849
"1552960_at","LRRC15","1552960_at",0.16779136163757,0.478313774577846
"211384_s_at","CASR","211384_s_at",0.167784790271631,0.392334353415169
"234524_at","PRDM15","234524_at",0.167774400201678,0.368464776706442
"225211_at","NECTIN1","225211_at",0.16776280115503,0.482381012385369
"218012_at","TSPYL2","218012_at",0.167760922909919,0.412998869615407
"241049_at","GRM7","241049_at",0.167759262533735,0.365197504865694
"1555548_at","NDUFA10","1555548_at",0.167758779026173,0.393275665763427
"212281_s_at","TMEM97","212281_s_at",0.167731340114983,0.643763185855922
"227835_at","LOC389831","227835_at",0.167726960526966,0.501472496239869
"1558431_at","NHLRC4","1558431_at",0.167715384367455,0.551500111093596
"232044_at","RBBP6","232044_at",0.167707725384751,0.585546123229702
"235702_at","ZNF225","235702_at",0.167693892681568,0.411236035396314
"1554143_a_at","SUGT1P3","1554143_a_at",0.16766012149888,0.306052087163405
"212464_s_at","FN1","212464_s_at",0.167648183733804,0.357796503853787
"205317_s_at","SLC15A2","205317_s_at",0.167644743194861,0.320350019393198
"207288_at","ASMTL-AS1","207288_at",0.167626281692134,0.512176792999696
"220439_at","RIN3","220439_at",0.167537893767874,0.530169576499205
"224899_s_at","MAGT1","224899_s_at",0.167523989222722,0.756583494325361
"215358_x_at","ZNF37BP","215358_x_at",0.167502344960104,0.623812013725651
"242579_at","BMPR1B","242579_at",0.167497506303974,0.377924400186856
"1560499_at","LINC01550","1560499_at",0.167496151103615,0.443405399380568
"214345_at","EDIL3","214345_at",0.167467105778261,0.535200557986036
"219448_at","TMEM70","219448_at",0.167464783633688,0.355465373662113
"213271_s_at","DOP1A","213271_s_at",0.167463265384031,0.592735089423099
"222470_s_at","UQCC1","222470_s_at",0.167461253768701,0.486249352795718
"232033_at","USP37","232033_at",0.167453829621119,0.670420759462081
"212542_s_at","PHIP","212542_s_at",0.167451668527911,0.563307548132531
"228669_x_at","PARP10","228669_x_at",0.167422063048927,0.560640257477783
"1552880_at","SEC16B","1552880_at",0.167420626391951,0.311429545010933
"210694_s_at","MID1","210694_s_at",0.167406232386196,0.560083002339937
"230861_at","LINC02249","230861_at",0.167385839073659,0.362570618280986
"212633_at","UFL1","212633_at",0.167357758862905,0.808361682691919
"210761_s_at","GRB7","210761_s_at",0.167351287033728,0.58327799333705
"206852_at","EPHA7","206852_at",0.167345893236366,0.217545949492332
"230373_at","PRKAG2-AS1","230373_at",0.167312914384692,0.369890498517796
"232335_at","GMDS-DT","232335_at",0.167310866402987,0.537203484054174
"210906_x_at","AQP4","210906_x_at",0.167305651537058,0.264685660633917
"233141_s_at","ST7L","233141_s_at",0.16729192749535,0.419452118466686
"225430_at","GATC","225430_at",0.167228459206946,0.546570448145609
"235222_x_at","XIAP","235222_x_at",0.16721482988202,0.526731549517713
"229985_at","BTNL9","229985_at",0.16720310074924,0.529197522335829
"218274_s_at","ANKZF1","218274_s_at",0.167164283198283,0.405103975099749
"1562991_at","ZNF292","1562991_at",0.167156557438608,0.139720718437766
"1569072_s_at","ABCB5","1569072_s_at",0.167134462923864,0.373495302346132
"234003_at","ENOX2","234003_at",0.167118970805175,0.533823274079058
"237294_at","RASSF4","237294_at",0.167115347325157,0.346273667085039
"219154_at","TMEM120B","219154_at",0.167107951861154,0.418928059364757
"228432_at","RAB3IP","228432_at",0.167105754919975,0.39750016037445
"221387_at","NPFFR1","221387_at",0.167068162399842,0.511220902699691
"216924_s_at","DRD2","216924_s_at",0.167062041269334,0.529115146374611
"214260_at","COPS8","214260_at",0.167047252228002,0.296161125535204
"225568_at","TMEM141","225568_at",0.167015031022879,0.387610815652918
"1557644_at","RUNDC3A-AS1","1557644_at",0.16701120635756,0.374855108240955
"233192_s_at","RUFY2","233192_s_at",0.167007343677192,0.216494226996443
"1558801_at","NNT-AS1","1558801_at",0.166995794757974,0.679958096309319
"231760_at","LINC00029","231760_at",0.16699432574932,0.439289465370727
"1559002_at","MORF4L2-AS1","1559002_at",0.166985597576307,0.427331626155203
"202202_s_at","LAMA4","202202_s_at",0.166975045523118,0.307129653411793
"1552733_at","KLHDC1","1552733_at",0.166933990950223,0.430290746372428
"1568783_at","SREK1","1568783_at",0.166928176991539,0.345118268436097
"213425_at","WNT5A","213425_at",0.16691086552366,0.300219482855621
"1561289_at","MIR4290HG","1561289_at",0.166908677376161,0.319463504847823
"231203_at","TEX48","231203_at",0.166901671178292,0.517564982833665
"1553055_a_at","SLFN5","1553055_a_at",0.166884857923724,0.716609033021849
"1559005_s_at","CNTLN","1559005_s_at",0.166881412365795,0.312325351921321
"221930_at","PHF7","221930_at",0.166867984514324,0.396295653494483
"1569454_a_at","TMEM132D-AS1","1569454_a_at",0.166817695266598,0.284394455176626
"224028_at","CPA6","224028_at",0.166808815191493,0.214518611181043
"206181_at","SLAMF1","206181_at",0.166806406730591,0.676842825724626
